idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,1,17.36,0,0,1,20
2,6,0,0,13.75,0,0,1,20
3,2,0,0,7.26,0,0,2,20
4,1,0,2,9.67,0,0,1,20
5,5,0,0,20.53,0,0,0,20
6,6,0,2,20.57,0,0,1,20
7,1,0,0,10.39,0,0,0,20
8,1,0,1,7.31,0,0,1,20
9,6,0,1,15.09,0,0,1,20
10,1,0,3,9.79,0,0,1,20
11,5,0,2,22.27,1,0,0,20
12,4,0,4,22.87,2,0,1,20
13,4,0,2,18.42,3,0,1,20
14,4,0,3,21.24,4,0,1,20
15,2,0,1,5.63,5,0,0,20
16,4,0,0,11.9,6,0,0,20
17,4,0,1,20.51,7,0,0,20
18,2,0,2,5.73,8,0,0,20
19,2,0,4,15.89,9,0,1,20
20,1,0,4,13.34,10,0,0,20
21,3,0,2,19.45,11,0,1,20
22,2,0,3,15.55,12,0,0,20
23,3,0,3,22.09,13,0,1,20
24,3,0,0,11.75,14,0,1,20
25,3,0,1,7.65,15,0,0,20
