idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,16.17,0.0,0.0,0,20
2.0,5,0,0,14.41,0.0,0.0,0,20
3.0,4,0,3,20.24,0.0,0.0,1,20
4.0,2,0,0,7.94,0.0,0.0,0,20
5.0,5,0,1,18.01,0.0,0.0,0,20
6.0,1,0,0,13.08,0.0,0.0,0,20
7.0,4,0,2,18.27,0.0,0.0,2,20
8.0,6,0,1,23.51,0.0,0.0,2,20
9.0,3,0,4,20.23,0.0,0.0,1,20
10.0,2,0,4,17.09,0.0,0.0,1,20
11.0,1,0,1,19.97,1.0,0.0,0,20
12.0,1,0,2,23.87,2.0,0.0,0,20
13.0,2,0,1,7.62,3.0,0.0,0,20
14.0,1,0,3,14.38,4.0,0.0,0,20
15.0,1,0,4,11.73,5.0,0.0,0,20
16.0,4,0,0,14.02,6.0,0.0,0,20
17.0,2,0,2,6.43,7.0,0.0,0,20
18.0,4,0,1,21.12,8.0,0.0,0,20
19.0,3,0,1,12.48,9.0,0.0,1,20
20.0,2,0,3,12.45,10.0,0.0,0,20
21.0,3,0,2,15.99,11.0,0.0,1,20
22.0,3,0,3,18.24,12.0,0.0,1,20
23.0,3,0,0,9.7,13.0,0.0,0,20
24.0,5,0,2,8.98,14.0,0.0,0,20
25.0,5,0,3,6.35,15.0,0.0,0,20
