idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,3,0,0,10.79,0.0,0.0,0,20
2.0,5,0,1,22.65,0.0,0.0,1,20
3.0,6,0,0,5.92,0.0,0.0,0,20
4.0,1,0,4,15.18,0.0,0.0,1,20
5.0,5,0,2,20.23,0.0,0.0,1,20
6.0,2,0,0,5.22,0.0,0.0,2,20
7.0,1,0,0,15.68,0.0,0.0,0,20
8.0,4,0,1,17.11,0.0,0.0,2,20
9.0,1,0,1,8.16,0.0,0.0,0,20
10.0,1,0,2,6.22,0.0,0.0,0,20
11.0,4,0,0,11.97,1.0,0.0,0,20
12.0,6,0,1,20.54,2.0,0.0,1,20
13.0,1,0,3,9.79,3.0,0.0,0,20
14.0,3,0,4,22.49,4.0,0.0,1,20
15.0,4,0,4,23.38,5.0,0.0,1,20
16.0,5,0,0,17.23,6.0,0.0,0,20
17.0,4,0,3,21.63,7.0,0.0,1,20
18.0,4,0,2,16.01,8.0,0.0,0,20
19.0,3,0,3,18.27,9.0,0.0,1,20
20.0,3,0,1,11.44,10.0,0.0,0,20
21.0,6,0,2,18.71,11.0,0.0,0,20
22.0,3,0,2,12.39,12.0,0.0,0,20
23.0,5,0,3,22.03,13.0,0.0,0,20
24.0,2,0,1,6.47,14.0,0.0,0,20
25.0,6,0,3,17.34,15.0,0.0,0,20
