idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,3,0,0,7.45,0.0,0.0,0,20
2.0,3,0,1,8.32,0.0,0.0,2,20
3.0,5,0,0,8.8,0.0,0.0,0,20
4.0,6,0,0,21.44,0.0,0.0,1,20
5.0,1,0,0,5.19,0.0,0.0,1,20
6.0,5,0,2,23.76,0.0,0.0,2,20
7.0,5,0,1,19.75,0.0,0.0,0,20
8.0,6,0,2,23.8,0.0,0.0,1,20
9.0,6,0,3,22.64,0.0,0.0,1,20
10.0,6,0,1,14.78,0.0,0.0,1,20
11.0,2,0,0,5.32,1.0,0.0,0,20
12.0,3,0,2,12.04,2.0,0.0,0,20
13.0,3,0,3,18.24,3.0,0.0,0,20
14.0,3,0,4,21.63,4.0,0.0,0,20
15.0,4,0,0,9.98,5.0,0.0,0,20
16.0,5,0,3,16.91,6.0,0.0,0,20
17.0,4,0,2,19.06,7.0,0.0,1,20
18.0,4,0,1,13.42,8.0,0.0,0,20
19.0,1,0,1,6.4,9.0,0.0,0,20
20.0,2,0,1,7.48,10.0,0.0,0,20
21.0,2,0,4,18.59,11.0,0.0,1,20
22.0,2,0,3,13.64,12.0,0.0,1,20
23.0,2,0,2,7.41,13.0,0.0,0,20
24.0,1,0,2,5.97,14.0,0.0,0,20
25.0,4,0,3,22.2,15.0,0.0,0,20
