idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,0,16.74,0.0,0.0,0,20
2.0,5,0,0,6.62,0.0,0.0,0,20
3.0,1,0,1,9.65,0.0,0.0,0,20
4.0,6,0,3,21.09,0.0,0.0,1,20
5.0,3,0,0,8.64,0.0,0.0,0,20
6.0,2,0,1,7.46,0.0,0.0,2,20
7.0,6,0,2,17.0,0.0,0.0,1,20
8.0,6,0,0,17.32,0.0,0.0,0,20
9.0,6,0,1,16.74,0.0,0.0,0,20
10.0,5,0,1,14.47,0.0,0.0,0,20
11.0,5,0,2,15.98,1.0,0.0,0,20
12.0,5,0,3,17.31,2.0,0.0,0,20
13.0,4,0,3,20.62,3.0,0.0,1,20
14.0,3,0,1,21.31,4.0,0.0,0,20
15.0,3,0,2,18.59,5.0,0.0,0,20
16.0,3,0,4,17.63,6.0,0.0,1,20
17.0,2,0,0,8.21,7.0,0.0,0,20
18.0,4,0,4,22.85,8.0,0.0,1,20
19.0,3,0,3,17.12,9.0,0.0,0,20
20.0,2,0,2,8.56,10.0,0.0,0,20
21.0,2,0,3,5.85,11.0,0.0,0,20
22.0,2,0,4,16.93,12.0,0.0,0,20
23.0,4,0,0,5.37,13.0,0.0,0,20
24.0,4,0,1,6.3,14.0,0.0,0,20
25.0,4,0,2,16.65,15.0,0.0,0,20
