idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,0,18.29,0,0,0,20
2,3,0,0,11.16,0,0,0,20
3,6,0,0,6.06,0,0,0,20
4,4,0,4,23.04,0,0,2,20
5,5,0,1,12.14,0,0,0,20
6,5,0,2,5.17,0,0,0,20
7,4,0,0,19.68,0,0,1,20
8,5,0,3,20.54,0,0,0,20
9,6,0,2,21.03,0,0,1,20
10,6,0,1,17.82,0,0,1,20
11,3,0,2,13.08,1,0,1,20
12,2,0,0,6.2,2,0,0,20
13,4,0,3,20.8,3,0,1,20
14,3,0,1,10.18,4,0,0,20
15,3,0,3,19.77,5,0,1,20
16,2,0,2,10.2,6,0,1,20
17,4,0,1,14.77,7,0,0,20
18,2,0,1,8.02,8,0,0,20
19,2,0,3,10.96,9,0,0,20
20,2,0,4,21.63,10,0,0,20
21,1,0,0,16.02,11,0,0,20
22,1,0,1,9.12,12,0,1,20
23,4,0,2,18.48,13,0,0,20
24,1,0,3,13.04,14,0,1,20
25,1,0,2,10.72,15,0,0,20
