idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,1,19.99,0,0,1,20
2,1,0,2,7.27,0,0,1,20
3,5,0,0,7.21,0,0,0,20
4,1,0,0,13.39,0,0,1,20
5,1,0,1,9.26,0,0,1,20
6,2,0,4,17.5,0,0,2,20
7,6,0,0,16.89,0,0,0,20
8,5,0,2,23.45,0,0,1,20
9,6,0,1,16.81,0,0,0,20
10,6,0,2,22.12,0,0,0,20
11,4,0,0,11.91,1,0,0,20
12,4,0,1,22.37,2,0,0,20
13,4,0,3,21.6,3,0,1,20
14,4,0,2,19.84,4,0,0,20
15,4,0,4,21.59,5,0,0,20
16,1,0,3,11.57,6,0,1,20
17,2,0,0,23.99,7,0,0,20
18,2,0,1,8.03,8,0,0,20
19,3,0,0,9.36,9,0,0,20
20,2,0,2,10.94,10,0,0,20
21,2,0,3,8.6,11,0,0,20
22,5,0,3,23.48,12,0,0,20
23,3,0,1,13.19,13,0,0,20
24,3,0,2,8.28,14,0,0,20
25,5,0,4,18.13,15,0,0,20
