idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,5,0,2,15.66,0.0,0.0,1,20
2.0,4,0,0,23.0,0.0,0.0,0,20
3.0,3,0,2,13.96,0.0,0.0,1,20
4.0,5,0,0,19.05,0.0,0.0,0,20
5.0,4,0,1,8.68,0.0,0.0,0,20
6.0,2,0,3,13.58,0.0,0.0,2,20
7.0,4,0,2,12.51,0.0,0.0,0,20
8.0,5,0,1,15.28,0.0,0.0,0,20
9.0,3,0,4,17.75,0.0,0.0,1,20
10.0,2,0,4,15.23,0.0,0.0,1,20
11.0,1,0,0,19.64,1.0,0.0,0,20
12.0,1,0,3,10.75,2.0,0.0,1,20
13.0,1,0,1,23.75,3.0,0.0,0,20
14.0,1,0,2,22.34,4.0,0.0,0,20
15.0,2,0,0,5.52,5.0,0.0,0,20
16.0,6,0,0,18.63,6.0,0.0,1,20
17.0,2,0,1,5.66,7.0,0.0,0,20
18.0,2,0,2,6.85,8.0,0.0,0,20
19.0,3,0,1,9.65,9.0,0.0,1,20
20.0,3,0,0,7.14,10.0,0.0,0,20
21.0,1,0,4,8.91,11.0,0.0,0,20
22.0,3,0,3,14.87,12.0,0.0,0,20
23.0,6,0,1,11.07,13.0,0.0,0,20
24.0,6,0,2,10.84,14.0,0.0,0,20
25.0,6,0,3,15.29,15.0,0.0,0,20
