idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,3,18.23,0,0,1,20
2,5,0,1,20.11,0,0,1,20
3,5,0,0,14.4,0,0,0,20
4,4,0,2,18.89,0,0,2,20
5,1,0,0,7.27,0,0,1,20
6,6,0,0,20.38,0,0,0,20
7,4,0,3,20.06,0,0,2,20
8,6,0,1,10.51,0,0,0,20
9,5,0,2,21.26,0,0,1,20
10,6,0,2,19.36,0,0,0,20
11,2,0,4,18.58,1,0,1,20
12,2,0,0,8.48,2,0,0,20
13,2,0,1,7.97,3,0,0,20
14,4,0,0,12.48,4,0,0,20
15,2,0,2,11.6,5,0,0,20
16,2,0,3,13.24,6,0,0,20
17,4,0,1,13.72,7,0,0,20
18,1,0,1,6.74,8,0,0,20
19,4,0,4,22.39,9,0,0,20
20,3,0,1,11.34,10,0,1,20
21,3,0,0,8.34,11,0,0,20
22,6,0,3,23.31,12,0,0,20
23,1,0,2,9.43,13,0,1,20
24,5,0,4,15.47,14,0,0,20
25,3,0,2,15.55,15,0,0,20
