idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,2,5.65,0.0,0.0,1,20
2.0,1,0,1,5.78,0.0,0.0,1,20
3.0,1,0,3,9.24,0.0,0.0,1,20
4.0,1,0,0,11.98,0.0,0.0,1,20
5.0,4,0,2,18.08,0.0,0.0,2,20
6.0,6,0,0,17.74,0.0,0.0,0,20
7.0,4,0,0,12.43,0.0,0.0,0,20
8.0,3,0,4,19.55,0.0,0.0,2,20
9.0,4,0,3,21.88,0.0,0.0,2,20
10.0,6,0,1,20.23,0.0,0.0,1,20
11.0,2,0,0,6.09,1.0,0.0,0,20
12.0,3,0,0,9.12,2.0,0.0,0,20
13.0,4,0,1,19.81,3.0,0.0,0,20
14.0,2,0,1,6.2,4.0,0.0,0,20
15.0,3,0,3,19.34,5.0,0.0,1,20
16.0,3,0,1,13.17,6.0,0.0,0,20
17.0,3,0,2,12.07,7.0,0.0,0,20
18.0,5,0,0,13.72,8.0,0.0,0,20
19.0,2,0,2,13.49,9.0,0.0,0,20
20.0,1,0,4,5.72,10.0,0.0,0,20
21.0,5,0,1,14.73,11.0,0.0,0,20
22.0,4,0,4,22.94,12.0,0.0,0,20
23.0,6,0,2,18.24,13.0,0.0,0,20
24.0,2,0,4,16.43,14.0,0.0,1,20
25.0,2,0,3,12.87,15.0,0.0,0,20
