idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,2,0,0,7.01,0.0,0.0,0,20
2.0,1,0,2,6.97,0.0,0.0,1,20
3.0,5,0,1,19.96,0.0,0.0,1,20
4.0,6,0,0,8.01,0.0,0.0,0,20
5.0,6,0,1,6.02,0.0,0.0,0,20
6.0,5,0,2,19.24,0.0,0.0,1,20
7.0,1,0,0,9.14,0.0,0.0,0,20
8.0,1,0,1,9.99,0.0,0.0,1,20
9.0,5,0,0,19.99,0.0,0.0,0,20
10.0,2,0,4,16.93,0.0,0.0,2,20
11.0,1,0,3,12.85,1.0,0.0,0,20
12.0,4,0,2,17.81,2.0,0.0,1,20
13.0,2,0,1,17.7,3.0,0.0,0,20
14.0,2,0,2,23.73,4.0,0.0,0,20
15.0,2,0,3,14.59,5.0,0.0,0,20
16.0,4,0,0,10.28,6.0,0.0,0,20
17.0,4,0,1,19.5,7.0,0.0,0,20
18.0,1,0,4,14.58,8.0,0.0,0,20
19.0,3,0,1,11.66,9.0,0.0,1,20
20.0,3,0,0,5.79,10.0,0.0,0,20
21.0,3,0,2,10.47,11.0,0.0,0,20
22.0,4,0,3,22.38,12.0,0.0,0,20
23.0,3,0,3,9.44,13.0,0.0,0,20
24.0,3,0,4,13.64,14.0,0.0,0,20
25.0,4,0,4,23.14,15.0,0.0,0,20
