idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,1,0,0,20.02,0,0,0,20
2,5,0,0,6.94,0,0,0,20
3,6,0,2,20.19,0,0,1,20
4,5,0,2,17.55,0,0,1,20
5,1,0,1,7.32,0,0,0,20
6,5,0,1,13.09,0,0,1,20
7,6,0,4,21.67,0,0,1,20
8,6,0,3,11.84,0,0,1,20
9,6,0,1,14.57,0,0,1,20
10,6,0,0,20.91,0,0,1,20
11,3,0,3,17.43,1,0,1,20
12,3,0,2,17,2,0,1,20
13,2,0,1,8.92,3,0,1,20
14,3,0,0,10.2,4,0,0,20
15,3,0,1,21.71,5,0,1,20
16,2,0,2,12.93,6,0,1,20
17,4,0,1,22.2,7,0,1,20
18,1,0,3,18.56,8,0,1,20
19,4,0,0,13.74,9,0,0,20
20,4,0,2,17.78,10,0,0,20
21,4,0,3,14.85,11,0,0,20
22,4,0,4,22.62,12,0,0,20
23,2,0,0,7.6,13,0,0,20
24,1,0,2,7.78,14,0,0,20
25,2,0,3,15.21,15,0,0,20
