idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,0,8.68,0.0,0.0,0,20
2.0,6,0,0,10.23,0.0,0.0,0,20
3.0,5,0,0,16.16,0.0,0.0,0,20
4.0,4,0,4,23.78,0.0,0.0,1,20
5.0,4,0,1,14.39,0.0,0.0,0,20
6.0,1,0,0,5.37,0.0,0.0,1,20
7.0,5,0,1,14.46,0.0,0.0,0,20
8.0,1,0,4,13.93,0.0,0.0,2,20
9.0,1,0,1,12.97,0.0,0.0,1,20
10.0,3,0,3,15.42,0.0,0.0,2,20
11.0,4,0,2,18.66,1.0,0.0,0,20
12.0,2,0,0,6.37,2.0,0.0,0,20
13.0,4,0,3,19.76,3.0,0.0,0,20
14.0,6,0,1,19.88,4.0,0.0,0,20
15.0,1,0,2,7.09,5.0,0.0,0,20
16.0,6,0,2,22.67,6.0,0.0,0,20
17.0,1,0,3,5.15,7.0,0.0,0,20
18.0,6,0,3,19.85,8.0,0.0,0,20
19.0,6,0,4,15.73,9.0,0.0,0,20
20.0,3,0,0,9.08,10.0,0.0,0,20
21.0,3,0,1,20.17,11.0,0.0,0,20
22.0,3,0,2,20.1,12.0,0.0,0,20
23.0,5,0,2,15.14,13.0,0.0,0,20
24.0,5,0,3,11.19,14.0,0.0,0,20
25.0,3,0,4,15.72,15.0,0.0,0,20
