Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 542.121460, -0.076911, 557.657471, -2.808294, -0.000442, -0.013775, 15.170000, 0, 0, 0.000000, 0
2, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 519.702759, -0.076081, 336.876923, -2.876032, 0.061945, -0.010480, 14.070000, 0, 0, 0.000000, 0
3, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.398315, -0.003778, 110.855431, 0.014680, -0.001196, -0.001784, 19.280001, 0, 0, 0.000000, 0
4, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 994.215149, -0.023944, 332.458221, 0.039888, 0.004311, -0.003172, 21.379999, 0, 0, 0.000000, 0
5, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 508.424835, -0.075210, 115.363213, -2.493362, 0.014591, -0.007895, 13.590000, 0, 0, 0.000000, 0
6, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 279.644196, -0.073954, 115.775208, -2.516089, 0.010921, 0.005037, 10.300000, 0, 0, 1.000000, 1
7, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 289.714172, -0.142380, 337.692932, -2.586029, 0.019011, 0.026995, 12.420000, 0, 0, 2.000000, 2
8, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 750.945251, -0.025804, 115.551079, -2.596385, -0.002268, 0.004127, 6.900000, 0, 0, 3.000000, 3
9, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.995117, -0.001283, 110.881966, 0.005838, 0.000008, -0.000704, 5.910000, 0, 0, 4.000000, 4
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 760.838379, -0.042184, 336.848785, -2.490186, 0.004563, 0.004877, 11.780000, 0, 0, 5.000000, 5
