Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.247375, 0.007362, 110.795738, -0.055369, -0.000213, -0.001688, 23.190001, 0, 0, 0.000000, 0
2, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 994.444824, 0.001072, 332.243683, -0.029945, -0.004362, -0.004895, 18.450001, 0, 0, 0.000000, 0
3, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 994.606201, 0.000995, 553.818787, 0.009261, -0.015863, -0.007424, 23.870001, 0, 0, 0.000000, 0
4, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 261.590332, 0.030788, 121.473297, -5.725361, -0.023154, -0.001936, 16.780001, 0, 0, 1.000000, 1
5, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 503.629486, -0.044773, 116.074471, -3.411274, -0.002748, -0.000671, 9.810000, 0, 0, 2.000000, 2
6, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 748.335266, -0.060428, 112.478806, -1.773151, 0.013752, -0.003139, 8.400000, 0, 0, 3.000000, 3
7, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 283.379913, 0.004489, 341.989288, -5.638922, -0.022378, -0.004683, 23.190001, 0, 0, 4.000000, 4
8, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.420654, -0.013298, 110.122375, -0.696501, -0.002813, 0.002937, 6.010000, 0, 0, 5.000000, 5
9, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 516.806885, -0.031936, 336.662994, -3.105386, -0.022811, -0.010482, 16.889999, 0, 0, 6.000000, 6
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 755.120361, -0.084297, 333.405792, -1.766714, 0.001838, -0.016763, 16.290001, 0, 0, 7.000000, 7
11, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 529.328857, -0.103280, 557.776489, -2.924051, -0.019715, -0.021032, 19.719999, 0, 0, 8.000000, 8
12, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1245.980225, -0.020281, 331.192322, -0.748383, -0.010950, -0.013177, 12.590000, 0, 0, 9.000000, 9
13, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.498779, -0.009787, 110.461685, 0.029834, 0.001207, -0.005343, 7.400000, 0, 0, 10.000000, 10
14, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 539.395630, -0.175247, 780.257141, -2.330438, -0.018243, -0.017769, 23.160000, 0, 0, 11.000000, 11
15, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 762.016479, -0.154327, 554.575195, -1.752861, -0.005409, -0.022366, 21.270000, 0, 0, 12.000000, 12
16, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.158691, -0.052573, 331.702057, 0.146091, 0.001109, -0.016258, 12.530000, 0, 0, 13.000000, 13
17, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1490.390381, -0.138882, 552.870239, 0.241193, 0.001261, -0.026496, 8.150000, 0, 0, 14.000000, 14
18, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 769.246643, -0.265537, 775.902832, -1.661001, -0.017138, -0.024820, 21.340000, 0, 0, 15.000000, 15
19, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1248.717285, -0.087100, 552.513306, -0.763416, -0.007063, -0.019517, 19.639999, 0, 0, 16.000000, 16
20, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1489.266724, -0.263685, 774.157654, 0.343116, 0.001476, -0.035794, 9.820000, 0, 0, 17.000000, 17
21, 1491.600098, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1487.821167, -0.415273, 995.694519, 0.414660, 0.001845, -0.040951, 15.160000, 0, 0, 18.000000, 18
22, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1252.022705, -0.181716, 773.879028, -0.899082, -0.006513, -0.024618, 10.280000, 0, 0, 19.000000, 19
23, 1243.000000, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1256.641724, -0.284625, 995.383362, -0.936535, 0.003222, -0.034445, 11.720000, 0, 0, 20.000000, 20
