Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 582.663391, -0.405599, 1003.117249, -3.898969, -0.025770, -0.022361, 23.299999, 0, 0, 0.000000, 0
2, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 527.656372, -0.050828, 339.497955, -4.976490, -0.013449, -0.012082, 16.450001, 0, 0, 0.000000, 0
3, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 546.763977, -0.158535, 560.043091, -4.735750, 0.007213, -0.023642, 17.030001, 0, 0, 0.000000, 0
4, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 507.959656, -0.028812, 119.148903, -4.902653, 0.001681, 0.005343, 12.150000, 0, 0, 0.000000, 0
5, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 566.306824, -0.298600, 780.601379, -4.620782, -0.027512, -0.031102, 18.330000, 0, 0, 0.000000, 0
6, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 751.870056, -0.015498, 115.662407, -3.775607, 0.001705, -0.006977, 5.550000, 0, 0, 0.000000, 0
7, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 766.368958, -0.041695, 336.051697, -3.800712, -0.020303, -0.028769, 10.990000, 0, 0, 0.000000, 0
8, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 796.380554, -0.306343, 777.450562, -3.942360, -0.025137, -0.059423, 15.130000, 0, 0, 0.000000, 0
9, 745.800049, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 811.296265, -0.530065, 998.409119, -3.854518, -0.028862, -0.072916, 16.180000, 0, 0, 0.000000, 0
10, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 781.131531, -0.150616, 556.612915, -3.833822, -0.032854, -0.042013, 12.370000, 0, 0, 0.000000, 0
11, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 278.686310, 0.006068, 119.074150, -4.764796, -0.024811, -0.010463, 6.330000, 0, 0, 1.000000, 1
12, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 296.922943, -0.048710, 339.563538, -4.755486, -0.004831, -0.007574, 19.080000, 0, 0, 2.000000, 2
13, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 998.495789, -0.004916, 114.197357, -2.459244, -0.018685, 0.001500, 7.860000, 0, 0, 3.000000, 3
14, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1007.993408, 0.010685, 335.121918, -2.422932, -0.048516, -0.005678, 14.940000, 0, 0, 4.000000, 4
15, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1016.662720, -0.193382, 556.336975, -2.430187, 0.009249, -0.009854, 18.900000, 0, 0, 5.000000, 5
16, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 317.116669, 0.077165, 560.276855, -4.763445, -0.015570, -0.001331, 19.510000, 0, 0, 6.000000, 6
17, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1244.433472, -0.037835, 111.812408, -1.068133, 0.005452, -0.002799, 13.690000, 0, 0, 7.000000, 7
18, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.621216, -0.006569, 110.679359, -0.118181, 0.000377, -0.003200, 13.560000, 0, 0, 8.000000, 8
19, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1248.693359, -0.064698, 332.950409, -1.247969, -0.006044, -0.016718, 14.980000, 0, 0, 9.000000, 9
20, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1253.761597, -0.130719, 554.114258, -1.276209, -0.020324, -0.026861, 15.480000, 0, 0, 10.000000, 10
21, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.892944, -0.036171, 331.872314, -0.126152, 0.006124, -0.008450, 12.420000, 0, 0, 11.000000, 11
22, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1492.184448, -0.109775, 552.701233, -0.159833, 0.015821, -0.020324, 5.730000, 0, 0, 12.000000, 12
23, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1492.576050, -0.216582, 773.932251, -0.018294, 0.016801, -0.029427, 12.370000, 0, 0, 13.000000, 13
24, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1258.864014, -0.229414, 775.439514, -1.145482, -0.030782, -0.033673, 18.510000, 0, 0, 14.000000, 14
25, 1491.600098, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1492.611450, -0.349289, 995.424316, 0.039670, 0.017324, -0.033874, 14.870000, 0, 0, 15.000000, 15
26, 1243.000000, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1261.976807, -0.249162, 997.069519, -1.017102, 0.017105, -0.037630, 15.670000, 0, 0, 16.000000, 16
27, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1027.531738, -0.256080, 777.799011, -2.564296, -0.028123, -0.004477, 10.840000, 0, 0, 17.000000, 17
