idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,22.4,0,22.4,0,0,20
2,5,0,0,14.65,0,14.65,0,1,20
3,4,0,0,14.73,0,14.73,0,0,20
4,3,0,0,11.05,0,11.05,0,1,20
5,3,0,1,12.37,0,12.37,0,1,20
6,1,0,0,22.35,0,22.35,1,0,20
7,6,0,0,12.05,0,12.05,2,0,20
8,3,0,2,13.47,0,13.47,3,0,20
9,5,0,1,17.95,0,17.95,4,0,20
10,6,0,1,15.01,0,15.01,5,0,20
11,5,0,2,19.12,0,19.12,6,0,20
12,6,0,2,16.18,0,16.18,7,0,20
13,5,0,3,20.41,0,20.41,8,0,20
14,1,0,1,10.75,0,10.75,9,0,20
15,1,0,2,12.44,0,12.44,10,0,20
16,2,0,1,9.2,0,9.2,11,0,20
17,2,0,2,10.78,0,10.78,12,0,20
18,6,0,3,17.22,0,17.22,13,0,20
19,6,0,4,17.97,0,17.97,14,0,20
20,4,0,1,6.35,0,6.35,15,0,20
21,4,0,2,7.94,0,7.94,16,0,20
22,1,0,3,12.49,0,12.49,17,0,20
23,2,0,3,5.14,0,5.14,18,0,20
24,2,0,4,5.33,0,5.33,19,0,20
25,5,0,4,21.99,0,21.99,20,0,20
26,4,0,3,19.33,0,19.33,21,0,20
27,3,0,3,5.19,0,5.19,22,0,20
