Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 746.301575, -0.029522, 110.762299, -0.410026, 0.007098, -0.000527, 16.080000, 0, 0, 0.000000, 0
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 502.406860, -0.046664, 114.611473, -2.008556, 0.000263, -0.010464, 21.830000, 0, 0, 0.000000, 0
3, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.595215, -0.001283, 110.881966, 0.005838, 0.000008, -0.000704, 16.860001, 0, 0, 0.000000, 0
4, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.966309, -0.003814, 110.848961, 0.044746, 0.000007, -0.002194, 10.430000, 0, 0, 0.000000, 0
5, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.403625, -0.002868, 110.875465, 0.014384, 0.000626, -0.001326, 19.379999, 0, 0, 0.000000, 0
6, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 748.230103, -0.037149, 332.200867, -0.603942, -0.004134, -0.010205, 18.520000, 0, 0, 1.000000, 1
7, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 750.793701, -0.066068, 553.612000, -0.650162, -0.012884, -0.014578, 19.250000, 0, 0, 2.000000, 2
8, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 273.597137, 0.014375, 114.397308, -1.988222, 0.005178, 0.006150, 10.450000, 0, 0, 3.000000, 3
9, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 281.876190, -0.018199, 336.451691, -2.194896, -0.001883, 0.027981, 11.100000, 0, 0, 4.000000, 4
10, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1242.773804, -0.014661, 332.450317, 0.043508, -0.000007, -0.003256, 18.280001, 0, 0, 5.000000, 5
11, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 994.338989, -0.008829, 332.476624, 0.014904, 0.000622, -0.001623, 21.100000, 0, 0, 6.000000, 6
12, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 511.110809, -0.107094, 335.896301, -2.151083, -0.013921, -0.007507, 14.700000, 0, 0, 7.000000, 7
13, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 754.123840, -0.137060, 775.127319, -0.679882, -0.017588, -0.024714, 19.290001, 0, 0, 8.000000, 8
14, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 519.422180, -0.211013, 557.298950, -2.116075, -0.012540, -0.014080, 16.950001, 0, 0, 9.000000, 9
15, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 290.646149, -0.145986, 557.824463, -2.124030, -0.009159, 0.025957, 10.990000, 0, 0, 10.000000, 10
