Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 763.514648, -0.005180, 127.083466, -8.172800, -0.011191, 0.022333, 13.860000, 0, 13.000000, 0, 0, 0
2, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1497.900879, -0.059128, 116.673019, -1.981030, 0.017434, -0.001200, 21.580000, 0, 21.000000, 0, 0, 0
3, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 518.451172, -0.017486, 129.967697, -9.527967, 0.010565, -0.030472, 21.270000, 0, 21.000000, 0, 0, 0
4, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 557.161133, -0.016579, 352.547699, -9.483264, -0.017249, -0.016783, 18.480000, 0, 18.000000, 0, 0, 0
5, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 796.666016, 0.181778, 350.387878, -8.329102, -0.055568, 0.087111, 17.240000, 0, 17.000000, 0, 0, 0
6, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 830.993774, 0.234884, 572.963074, -7.739369, 0.040500, 0.033690, 8.760000, 0, 8.000000, 0, 0, 0
7, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 596.781433, -0.401824, 575.388672, -9.376980, 0.089328, -0.017771, 16.020000, 0, 16.000000, 0, 0, 0
8, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 630.798584, -0.515004, 806.007446, -6.702641, -0.019631, -0.068680, 14.330000, 0, 14.000000, 0, 0, 0
9, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 860.598816, -0.074395, 799.258911, -6.862586, -0.006985, -0.084241, 17.969999, 0, 17.000000, 0, 0, 0
10, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 888.252747, -0.300409, 1023.601929, -6.995402, 0.004503, -0.064220, 19.410000, 0, 19.000000, 0, 0, 0
11, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 279.562225, -0.775577, 129.433487, -8.841389, 0.362787, -0.013544, 22.950001, 0, 22.000000, 0, 0, 0
12, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 324.653503, -0.552217, 354.932190, -9.812763, -0.018660, 0.376546, 12.760000, 0, 12.000000, 0, 0, 0
13, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1506.152344, -0.073423, 342.573303, -1.891409, -0.022056, 0.000700, 22.830000, 0, 22.000000, 0, 0, 0
14, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 363.497131, 0.448274, 577.877197, -9.966226, -0.038817, 0.395973, 20.920000, 0, 20.000000, 0, 0, 0
15, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 657.599121, -1.293583, 1030.559937, -6.817788, -0.001410, -0.107085, 16.120001, 0, 16.000000, 0, 0, 0
16, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1008.460754, -0.066316, 123.847321, -6.479390, -0.014676, 0.018235, 11.280000, 0, 11.000000, 0, 0, 0
17, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1035.244751, -0.174628, 348.290222, -6.909836, 0.039671, 0.031129, 12.600000, 0, 12.000000, 0, 0, 0
18, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1253.394165, 0.072004, 120.397202, -4.507824, -0.008936, -0.027142, 7.960000, 0, 7.000000, 0, 0, 0
19, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1063.356323, 0.045484, 572.277344, -6.858480, -0.012077, 0.091390, 17.260000, 0, 17.000000, 0, 0, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1090.934326, 0.400351, 796.627319, -6.871637, -0.015618, 0.107937, 19.580000, 0, 19.000000, 0, 0, 0
21, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1271.037231, 0.079504, 345.626526, -4.490417, -0.009128, 0.008031, 19.540001, 0, 19.000000, 0, 0, 0
22, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1294.209106, 0.076015, 574.517090, -6.828894, -0.022516, -0.076588, 10.200000, 0, 10.000000, 0, 0, 0
