idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,3,20.79,0,20.79,0,1,20
2,5,0,1,17.17,0,17.17,0,1,20
3,5,0,2,18.94,0,18.94,0,1,20
4,5,0,0,16.51,0,16.51,0,0,20
5,1,0,2,15.8,0,15.8,0,1,20
6,1,0,1,16.68,0,16.68,0,1,20
7,1,0,0,12.88,0,12.88,0,1,20
8,3,0,0,10.87,0,10.87,1,0,20
9,3,0,1,19.03,0,19.03,2,0,20
10,2,0,0,6.01,0,6.01,3,0,20
11,4,0,0,8.31,0,8.31,4,0,20
11,3,0,3,8.31,0,8.31,4,0,20
12,6,0,0,16.81,0,16.81,5,0,20
13,2,0,1,11.41,0,11.41,6,0,20
14,6,0,1,17.87,0,17.87,7,0,20
15,4,0,1,7.78,0,7.78,8,0,20
16,2,0,2,7.29,0,7.29,9,0,20
17,1,0,3,17.63,0,17.63,10,0,20
18,5,0,4,21.03,0,21.03,11,0,20
19,2,0,3,7.98,0,7.98,12,0,20
20,1,0,4,15.67,0,15.67,13,0,20
21,3,0,2,5.01,0,5.01,14,0,20
22,2,0,4,9.2,0,9.2,15,0,20
23,6,0,2,13.55,0,13.55,16,0,20
24,4,0,2,21.88,0,21.88,17,0,20
25,6,0,3,18.89,0,18.89,18,0,20
26,6,0,4,20.04,0,20.04,19,0,20
