idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,11.2,0,11.2,0,0,20
2,4,0,1,13.72,0,13.72,0,1,20
3,5,0,0,13.0,0,13.0,0,0,20
4,4,0,0,9.12,0,9.12,0,0,20
5,1,0,0,10.17,0,10.17,0,0,20
6,6,0,0,5.77,0,5.77,0,1,20
7,1,0,1,18.39,0,18.39,0,0,20
8,4,0,2,14.84,0,14.84,1,0,20
9,6,0,1,8.58,0,8.58,2,0,20
10,6,0,2,23.43,0,23.43,3,0,20
11,2,0,0,21.32,0,21.32,4,0,20
12,5,0,1,14.8,0,14.8,5,0,20
13,2,0,1,6.84,0,6.84,6,0,20
14,2,0,2,8.78,0,8.78,7,0,20
15,3,0,1,5.68,0,5.68,8,0,20
16,4,0,3,18.79,0,18.79,9,0,20
17,1,0,2,7.89,0,7.89,10,0,20
18,2,0,3,10.72,0,10.72,11,0,20
19,5,0,2,19.61,0,19.61,12,0,20
20,1,0,3,9.96,0,9.96,13,0,20
21,3,0,2,7.07,0,7.07,14,0,20
22,1,0,4,8.9,0,8.9,15,0,20
23,5,0,3,20.19,0,20.19,16,0,20
24,2,0,4,12.48,0,12.48,17,0,20
25,3,0,3,13.68,0,13.68,18,0,20
26,4,0,4,23.07,0,23.07,19,0,20
27,6,0,3,18.18,0,18.18,20,0,20
