idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,3,17.99,0.0,0.0,1,20
2.0,1,0,0,17.96,0.0,0.0,0,20
3.0,1,0,1,19.18,0.0,0.0,0,20
4.0,3,0,0,6.38,0.0,0.0,1,20
5.0,1,0,2,23.74,0.0,0.0,0,20
6.0,1,0,3,21.62,0.0,0.0,0,20
7.0,3,0,1,11.66,0.0,0.0,1,20
8.0,6,0,4,23.65,0.0,0.0,1,20
9.0,6,0,0,21.61,0.0,0.0,0,20
10.0,6,0,2,19.53,0.0,0.0,1,20
11.0,2,0,0,18.27,0.0,0.0,0,20
12.0,6,0,1,23.5,0.0,0.0,0,20
13.0,2,0,2,7.38,0.0,0.0,1,20
14.0,2,0,1,8.66,0.0,0.0,0,20
15.0,1,0,4,8.0,0.0,0.0,0,20
16.0,4,0,0,6.31,1.0,0.0,0,20
17.0,3,0,2,14.27,2.0,0.0,0,20
18.0,4,0,1,7.86,3.0,0.0,0,20
19.0,4,0,2,20.55,4.0,0.0,0,20
20.0,5,0,0,7.79,5.0,0.0,0,20
21.0,5,0,1,23.59,6.0,0.0,0,20
22.0,3,0,3,8.98,7.0,0.0,0,20
23.0,5,0,2,20.43,8.0,0.0,0,20
24.0,4,0,3,16.4,9.0,0.0,0,20
25.0,3,0,4,13.9,10.0,0.0,0,20
