idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,5,0,0,10.79,0.0,0.0,0,20
2.0,6,0,0,19.94,0.0,0.0,0,20
3.0,3,0,0,8.09,0.0,0.0,0,20
4.0,5,0,1,19.69,0.0,0.0,1,20
5.0,1,0,0,8.5,0.0,0.0,0,20
6.0,2,0,2,8.77,0.0,0.0,1,20
7.0,1,0,4,8.62,0.0,0.0,1,20
8.0,2,0,1,8.04,0.0,0.0,1,20
9.0,1,0,1,9.0,0.0,0.0,0,20
10.0,2,0,0,9.18,0.0,0.0,1,20
11.0,1,0,2,10.19,0.0,0.0,0,20
12.0,1,0,3,8.53,0.0,0.0,0,20
13.0,5,0,2,20.46,0.0,0.0,2,20
14.0,2,0,4,12.88,0.0,0.0,1,20
15.0,4,0,0,10.02,0.0,0.0,1,20
16.0,3,0,1,8.51,1.0,0.0,0,20
17.0,5,0,3,20.17,2.0,0.0,0,20
18.0,6,0,1,20.52,3.0,0.0,1,20
19.0,2,0,3,9.74,4.0,0.0,0,20
20.0,4,0,1,10.42,5.0,0.0,0,20
21.0,3,0,2,8.51,6.0,0.0,0,20
22.0,5,0,4,21.61,7.0,0.0,0,20
23.0,3,0,3,12.81,8.0,0.0,0,20
24.0,3,0,4,19.51,9.0,0.0,0,20
25.0,4,0,2,13.85,10.0,0.0,0,20
