idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,6.6,0.0,0.0,0,20
2.0,6,0,1,20.81,0.0,0.0,0,20
3.0,4,0,0,18.06,0.0,0.0,0,20
4.0,1,0,2,12.44,0.0,0.0,1,20
5.0,5,0,0,21.06,0.0,0.0,0,20
6.0,5,0,1,12.36,0.0,0.0,0,20
7.0,4,0,1,10.27,0.0,0.0,0,20
8.0,4,0,2,20.83,0.0,0.0,0,20
9.0,5,0,2,19.34,0.0,0.0,2,20
10.0,1,0,3,10.07,0.0,0.0,1,20
11.0,1,0,1,8.74,0.0,0.0,1,20
12.0,4,0,4,23.63,0.0,0.0,2,20
13.0,3,0,4,21.83,0.0,0.0,2,20
14.0,1,0,0,11.81,0.0,0.0,1,20
15.0,1,0,4,11.45,0.0,0.0,1,20
16.0,4,0,3,16.54,1.0,0.0,0,20
17.0,3,0,3,23.26,2.0,0.0,1,20
18.0,3,0,0,8.19,3.0,0.0,0,20
19.0,3,0,1,7.43,4.0,0.0,0,20
20.0,3,0,2,11.44,5.0,0.0,0,20
21.0,5,0,3,20.75,6.0,0.0,0,20
22.0,5,0,4,21.32,7.0,0.0,0,20
23.0,2,0,0,6.53,8.0,0.0,0,20
24.0,6,0,2,17.19,9.0,0.0,0,20
25.0,2,0,1,5.29,10.0,0.0,0,20
