idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,3,20.15,0.0,0.0,1,20
2.0,2,0,3,13.27,0.0,0.0,2,20
3.0,4,0,2,17.98,0.0,0.0,1,20
4.0,5,0,0,16.37,0.0,0.0,0,20
5.0,1,0,0,11.82,0.0,0.0,0,20
6.0,1,0,1,5.13,0.0,0.0,0,20
7.0,5,0,1,20.23,0.0,0.0,0,20
8.0,2,0,4,15.97,0.0,0.0,1,20
9.0,2,0,0,12.62,0.0,0.0,1,20
10.0,5,0,2,17.79,0.0,0.0,1,20
11.0,1,0,3,12.31,0.0,0.0,1,20
12.0,4,0,4,23.24,0.0,0.0,1,20
13.0,1,0,2,12.01,0.0,0.0,0,20
14.0,2,0,1,11.31,0.0,0.0,1,20
15.0,1,0,4,6.02,0.0,0.0,1,20
16.0,2,0,2,11.04,1.0,0.0,0,20
17.0,5,0,3,15.02,2.0,0.0,0,20
18.0,4,0,1,13.93,3.0,0.0,1,20
19.0,6,0,0,22.46,4.0,0.0,0,20
20.0,4,0,0,12.5,5.0,0.0,0,20
21.0,6,0,1,19.31,6.0,0.0,0,20
22.0,6,0,2,22.36,7.0,0.0,0,20
23.0,6,0,3,17.77,8.0,0.0,0,20
24.0,3,0,0,7.57,9.0,0.0,0,20
25.0,5,0,4,13.29,10.0,0.0,0,20
