idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,0,15.18,0.0,0.0,0,20
2.0,6,0,0,7.61,0.0,0.0,0,20
3.0,2,0,0,10.49,0.0,0.0,0,20
4.0,1,0,0,9.84,0.0,0.0,0,20
5.0,1,0,1,11.28,0.0,0.0,0,20
6.0,5,0,1,17.15,0.0,0.0,1,20
7.0,4,0,2,15.96,0.0,0.0,1,20
8.0,1,0,2,9.48,0.0,0.0,0,20
9.0,4,0,1,18.56,0.0,0.0,1,20
10.0,1,0,3,14.22,0.0,0.0,0,20
11.0,1,0,4,13.7,0.0,0.0,0,20
12.0,2,0,4,15.58,0.0,0.0,1,20
13.0,2,0,2,6.53,0.0,0.0,1,20
14.0,4,0,3,16.98,0.0,0.0,1,20
15.0,2,0,1,8.13,0.0,0.0,0,20
16.0,2,0,3,7.51,1.0,0.0,0,20
17.0,3,0,4,17.41,2.0,0.0,1,20
18.0,5,0,2,17.36,3.0,0.0,0,20
19.0,6,0,1,22.16,4.0,0.0,0,20
20.0,3,0,0,6.55,5.0,0.0,0,20
21.0,4,0,4,23.26,6.0,0.0,1,20
22.0,3,0,1,8.93,7.0,0.0,0,20
23.0,3,0,2,14.17,8.0,0.0,0,20
24.0,3,0,3,12.88,9.0,0.0,0,20
25.0,5,0,0,15.14,10.0,0.0,0,20
