idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,0,9.78,0.0,0.0,1,20
2.0,2,0,1,6.5,0.0,0.0,1,20
3.0,5,0,0,16.55,0.0,0.0,0,20
4.0,2,0,0,7.39,0.0,0.0,1,20
5.0,4,0,0,18.68,0.0,0.0,0,20
6.0,4,0,1,15.92,0.0,0.0,0,20
7.0,5,0,1,21.25,0.0,0.0,1,20
8.0,2,0,4,16.66,0.0,0.0,2,20
9.0,3,0,4,21.87,0.0,0.0,1,20
10.0,4,0,2,9.4,0.0,0.0,0,20
11.0,1,0,4,16.4,0.0,0.0,1,20
12.0,4,0,3,20.83,0.0,0.0,2,20
13.0,5,0,2,21.21,0.0,0.0,1,20
14.0,1,0,2,6.47,0.0,0.0,1,20
15.0,1,0,1,5.8,0.0,0.0,1,20
16.0,1,0,3,18.76,1.0,0.0,0,20
17.0,2,0,3,16.38,2.0,0.0,1,20
18.0,3,0,2,17.3,3.0,0.0,1,20
19.0,3,0,0,5.63,4.0,0.0,0,20
20.0,3,0,1,23.11,5.0,0.0,0,20
21.0,3,0,3,17.04,6.0,0.0,0,20
22.0,6,0,0,20.2,7.0,0.0,0,20
23.0,4,0,4,14.38,8.0,0.0,0,20
24.0,2,0,2,5.67,9.0,0.0,0,20
25.0,6,0,1,21.82,10.0,0.0,0,20
