idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,0,10.81,0.0,0.0,0,20
2.0,5,0,2,21.44,0.0,0.0,1,20
3.0,6,0,0,20.05,0.0,0.0,0,20
4.0,3,0,1,9.75,0.0,0.0,1,20
5.0,5,0,1,21.88,0.0,0.0,1,20
6.0,4,0,0,9.86,0.0,0.0,2,20
7.0,6,0,1,20.68,0.0,0.0,1,20
8.0,3,0,0,8.76,0.0,0.0,1,20
9.0,1,0,2,7.6,0.0,0.0,2,20
10.0,2,0,3,9.55,0.0,0.0,1,20
11.0,2,0,0,8.95,0.0,0.0,0,20
12.0,6,0,3,23.24,0.0,0.0,1,20
13.0,2,0,2,6.77,0.0,0.0,1,20
14.0,6,0,2,23.87,0.0,0.0,1,20
15.0,2,0,1,11.98,0.0,0.0,1,20
16.0,5,0,0,19.15,1.0,0.0,0,20
17.0,4,0,1,15.68,2.0,0.0,0,20
18.0,1,0,1,12.92,3.0,0.0,0,20
19.0,3,0,2,13.4,4.0,0.0,0,20
20.0,4,0,2,17.4,5.0,0.0,0,20
21.0,3,0,3,17.92,6.0,0.0,0,20
22.0,2,0,4,18.7,7.0,0.0,0,20
23.0,1,0,3,9.02,8.0,0.0,0,20
24.0,1,0,4,5.21,9.0,0.0,0,20
25.0,5,0,3,23.88,10.0,0.0,0,20
