idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,0,12.43,0.0,0.0,1,20
2.0,4,0,1,23.54,0.0,0.0,1,20
3.0,6,0,2,22.5,0.0,0.0,1,20
4.0,5,0,0,22.77,0.0,0.0,0,20
5.0,3,0,4,20.96,0.0,0.0,2,20
6.0,5,0,2,16.45,0.0,0.0,1,20
7.0,4,0,0,6.9,0.0,0.0,0,20
8.0,6,0,3,21.09,0.0,0.0,1,20
9.0,5,0,1,17.68,0.0,0.0,0,20
10.0,6,0,0,15.58,0.0,0.0,0,20
11.0,4,0,3,17.56,0.0,0.0,1,20
12.0,1,0,2,7.53,0.0,0.0,1,20
13.0,4,0,2,20.21,0.0,0.0,1,20
14.0,1,0,1,9.85,0.0,0.0,1,20
15.0,6,0,1,22.34,0.0,0.0,1,20
16.0,3,0,0,10.13,1.0,0.0,1,20
17.0,3,0,1,14.53,2.0,0.0,1,20
18.0,3,0,2,13.41,3.0,0.0,1,20
19.0,2,0,0,7.36,4.0,0.0,1,20
20.0,3,0,3,13.38,5.0,0.0,1,20
21.0,2,0,1,10.64,6.0,0.0,1,20
22.0,5,0,3,19.2,7.0,0.0,1,20
23.0,5,0,4,19.92,8.0,0.0,1,20
24.0,2,0,2,23.56,9.0,0.0,1,20
25.0,1,0,3,8.07,10.0,0.0,1,20
