idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,6,0,0,14.08,0,0,0,20
2,6,0,1,23.3,0,0,0,20
3,6,0,2,11.22,0,0,0,20
4,3,0,3,22.39,0,0,1,20
5,4,0,0,7.93,0,0,0,20
6,4,0,2,21.6,0,0,2,20
7,5,0,0,5.05,0,0,0,20
8,4,0,1,22.48,0,0,0,20
9,1,0,1,6.03,0,0,1,20
10,5,0,1,5.98,0,0,0,20
11,3,0,1,12.1,0,0,2,20
12,4,0,3,22.34,0,0,2,20
13,5,0,2,19.41,0,0,1,20
14,3,0,0,23.14,0,0,0,20
15,1,0,0,6.1,0,0,0,20
16,1,0,2,12.11,1,0,1,20
17,3,0,2,9.49,2,0,0,20
18,2,0,0,10.46,3,0,0,20
19,2,0,1,6.08,4,0,0,20
20,3,0,4,19.46,5,0,0,20
21,4,0,4,20.37,6,0,0,20
22,2,0,4,18.14,7,0,1,20
23,2,0,3,13.67,8,0,1,20
24,2,0,2,16.34,9,0,0,20
25,5,0,3,16.28,10,0,0,20
