idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,2,0,0,12.96,0.0,0.0,0,20
2.0,4,0,4,22.56,0.0,0.0,2,20
3.0,4,0,1,16.77,0.0,0.0,1,20
4.0,2,0,3,10.51,0.0,0.0,1,20
5.0,3,0,1,12.18,0.0,0.0,1,20
6.0,6,0,0,6.35,0.0,0.0,0,20
7.0,2,0,2,5.93,0.0,0.0,1,20
8.0,3,0,3,15.95,0.0,0.0,2,20
9.0,5,0,0,16.61,0.0,0.0,0,20
10.0,6,0,2,14.85,0.0,0.0,1,20
11.0,6,0,1,21.55,0.0,0.0,1,20
12.0,5,0,2,18.94,0.0,0.0,1,20
13.0,2,0,1,9.38,0.0,0.0,1,20
14.0,4,0,0,12.45,0.0,0.0,2,20
15.0,5,0,1,18.88,0.0,0.0,0,20
16.0,5,0,3,19.97,1.0,0.0,0,20
17.0,3,0,0,8.66,2.0,0.0,0,20
18.0,4,0,3,21.46,3.0,0.0,1,20
19.0,1,0,0,5.52,4.0,0.0,0,20
20.0,1,0,1,6.56,5.0,0.0,0,20
21.0,4,0,2,16.36,6.0,0.0,0,20
22.0,3,0,2,13.37,7.0,0.0,0,20
23.0,3,0,4,18.9,8.0,0.0,0,20
24.0,5,0,4,18.85,9.0,0.0,0,20
25.0,6,0,3,13.8,10.0,0.0,0,20
