idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,6,0,0,5.14,0,0,0,20
2,5,0,3,23.22,0,0,1,20
3,5,0,2,20.91,0,0,1,20
4,1,0,0,12.06,0,0,0,20
5,3,0,4,19.91,0,0,1,20
6,2,0,0,13.05,0,0,1,20
7,5,0,0,5.77,0,0,0,20
8,4,0,0,19.93,0,0,0,20
9,5,0,1,8.03,0,0,0,20
10,4,0,1,8.56,0,0,0,20
11,4,0,2,19.77,0,0,0,20
12,6,0,2,18.87,0,0,1,20
13,3,0,0,8.65,0,0,1,20
14,6,0,1,5.07,0,0,0,20
15,4,0,3,18.37,0,0,0,20
16,3,0,2,16.13,1,0,1,20
17,3,0,3,18.6,2,0,1,20
18,3,0,1,12.41,3,0,0,20
19,1,0,1,19.38,4,0,0,20
20,1,0,2,5.7,5,0,0,20
21,2,0,1,14.23,6,0,0,20
22,2,0,2,12.13,7,0,0,20
23,2,0,3,17.46,8,0,1,20
24,1,0,3,23.98,9,0,0,20
25,1,0,4,17.23,10,0,0,20
