idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,6,0,0,18.05,0,0,0,20
2,1,0,0,24,0,0,0,20
3,3,0,0,11.21,0,0,2,20
4,5,0,0,12.26,0,0,0,20
5,4,0,0,5.98,0,0,0,20
6,3,0,1,13.36,0,0,1,20
7,4,0,1,17.98,0,0,0,20
8,6,0,1,20.97,0,0,0,20
9,4,0,2,9.04,0,0,0,20
10,4,0,3,22.91,0,0,0,20
11,3,0,2,15.28,0,0,2,20
12,5,0,2,21.17,0,0,1,20
13,6,0,2,16.23,0,0,0,20
14,5,0,1,15.01,0,0,1,20
15,3,0,4,22.56,0,0,2,20
16,3,0,3,19.67,1,0,1,20
17,6,0,3,16.68,2,0,0,20
18,2,0,1,11.26,3,0,1,20
19,2,0,0,5.7,4,0,0,20
20,6,0,4,14.92,5,0,0,20
21,2,0,2,13.88,6,0,1,20
22,2,0,3,15.91,7,0,0,20
23,5,0,3,10.19,8,0,0,20
24,1,0,1,22.74,9,0,0,20
25,5,0,4,6.26,10,0,0,20
