idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,5,0,2,16.06,0.0,0.0,1,20
2.0,5,0,1,21.61,0.0,0.0,1,20
3.0,4,0,0,17.43,0.0,0.0,0,20
4.0,6,0,0,17.07,0.0,0.0,0,20
5.0,6,0,1,13.72,0.0,0.0,0,20
6.0,4,0,3,21.1,0.0,0.0,2,20
7.0,1,0,2,11.14,0.0,0.0,1,20
8.0,1,0,0,12.69,0.0,0.0,1,20
9.0,5,0,0,21.13,0.0,0.0,0,20
10.0,6,0,2,15.31,0.0,0.0,0,20
11.0,4,0,1,20.51,0.0,0.0,0,20
12.0,6,0,3,23.68,0.0,0.0,0,20
13.0,1,0,1,7.6,0.0,0.0,1,20
14.0,2,0,4,16.8,0.0,0.0,1,20
15.0,2,0,0,8.16,0.0,0.0,2,20
16.0,4,0,2,21.9,1.0,0.0,0,20
17.0,4,0,4,21.2,2.0,0.0,0,20
18.0,5,0,3,21.83,3.0,0.0,0,20
19.0,2,0,1,6.23,4.0,0.0,0,20
20.0,2,0,2,10.3,5.0,0.0,0,20
21.0,1,0,3,10.37,6.0,0.0,0,20
22.0,2,0,3,15.87,7.0,0.0,0,20
23.0,3,0,0,10.14,8.0,0.0,0,20
24.0,3,0,1,8.63,9.0,0.0,0,20
25.0,3,0,2,7.96,10.0,0.0,0,20
