idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,17.15,0.0,0.0,0,20
2.0,3,0,1,14.78,0.0,0.0,1,20
3.0,2,0,1,12.26,0.0,0.0,1,20
4.0,5,0,0,5.02,0.0,0.0,0,20
5.0,4,0,0,15.34,0.0,0.0,1,20
6.0,5,0,1,22.58,0.0,0.0,1,20
7.0,3,0,0,11.46,0.0,0.0,0,20
8.0,5,0,2,20.05,1.0,0.0,0,20
9.0,2,0,0,9.61,2.0,0.0,0,20
10.0,6,0,1,20.77,3.0,0.0,0,20
11.0,4,0,1,16.98,4.0,0.0,0,20
12.0,4,0,2,22.51,5.0,0.0,0,20
13.0,4,0,4,23.5,6.0,0.0,1,20
14.0,2,0,2,14.32,7.0,0.0,0,20
15.0,4,0,3,23.15,8.0,0.0,0,20
16.0,3,0,4,21.84,9.0,0.0,1,20
17.0,1,0,0,6.78,10.0,0.0,0,20
18.0,3,0,3,20.91,11.0,0.0,1,20
19.0,3,0,2,16.98,12.0,0.0,0,20
20.0,2,0,4,20.05,13.0,0.0,1,20
21.0,2,0,3,15.95,14.0,0.0,0,20
22.0,5,0,3,23.07,15.0,0.0,0,20
23.0,5,0,4,13.65,16.0,0.0,0,20
24.0,6,0,2,15.93,17.0,0.0,0,20
25.0,6,0,3,12.28,18.0,0.0,0,20
