idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,15.68,0.0,0.0,0,20
2.0,1,0,1,5.39,0.0,0.0,1,20
3.0,1,0,0,5.74,0.0,0.0,1,20
4.0,1,0,4,13.71,0.0,0.0,1,20
5.0,5,0,0,19.67,0.0,0.0,0,20
6.0,1,0,2,6.2,0.0,0.0,1,20
7.0,2,0,0,6.88,0.0,0.0,0,20
8.0,4,0,0,14.01,1.0,0.0,0,20
9.0,5,0,1,17.78,2.0,0.0,0,20
10.0,4,0,1,16.71,3.0,0.0,0,20
11.0,2,0,3,16.82,4.0,0.0,1,20
12.0,5,0,2,22.82,5.0,0.0,0,20
13.0,1,0,3,8.17,6.0,0.0,0,20
14.0,3,0,3,18.47,7.0,0.0,1,20
15.0,6,0,1,21.62,8.0,0.0,0,20
16.0,3,0,0,5.54,9.0,0.0,0,20
17.0,3,0,1,8.07,10.0,0.0,0,20
18.0,3,0,2,17.37,11.0,0.0,0,20
19.0,2,0,1,5.42,12.0,0.0,0,20
20.0,4,0,4,23.02,13.0,0.0,1,20
21.0,2,0,2,7.77,14.0,0.0,0,20
22.0,3,0,4,20.29,15.0,0.0,0,20
23.0,2,0,4,16.72,16.0,0.0,0,20
24.0,4,0,3,20.31,17.0,0.0,1,20
25.0,4,0,2,19.11,18.0,0.0,0,20
