idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,4,13.8,0.0,0.0,2,20
2.0,2,0,0,5.27,0.0,0.0,0,20
3.0,1,0,2,5.13,0.0,0.0,1,20
4.0,3,0,0,6.43,0.0,0.0,0,20
5.0,1,0,1,7.42,0.0,0.0,1,20
6.0,5,0,0,15.26,0.0,0.0,2,20
7.0,1,0,0,8.75,0.0,0.0,1,20
8.0,4,0,2,20.39,1.0,0.0,1,20
9.0,4,0,0,9.58,2.0,0.0,0,20
10.0,4,0,1,15.08,3.0,0.0,0,20
11.0,2,0,1,5.28,4.0,0.0,0,20
12.0,1,0,3,6.71,5.0,0.0,0,20
13.0,6,0,0,21.04,6.0,0.0,0,20
14.0,6,0,1,22.26,7.0,0.0,0,20
15.0,4,0,3,17.79,8.0,0.0,0,20
16.0,5,0,1,21.92,9.0,0.0,0,20
17.0,2,0,2,5.65,10.0,0.0,0,20
18.0,3,0,1,8.15,11.0,0.0,0,20
19.0,3,0,2,16.77,12.0,0.0,0,20
20.0,5,0,2,22.82,13.0,0.0,0,20
21.0,3,0,3,19.62,14.0,0.0,0,20
22.0,4,0,4,16.32,15.0,0.0,0,20
23.0,3,0,4,20.62,16.0,0.0,0,20
24.0,5,0,3,23.74,17.0,0.0,0,20
25.0,6,0,2,23.09,18.0,0.0,0,20
