idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,1,0,4,12.38,0.0,0.0,1,20
2.0,4,0,2,17.79,0.0,0.0,2,20
3.0,1,0,0,8.42,0.0,0.0,0,20
4.0,5,0,1,17.37,0.0,0.0,1,20
5.0,5,0,2,22.05,0.0,0.0,1,20
6.0,1,0,1,12.56,0.0,0.0,1,20
7.0,4,0,3,18.15,0.0,0.0,2,20
8.0,3,0,0,10.58,1.0,0.0,0,20
9.0,6,0,0,18.05,2.0,0.0,1,20
10.0,4,0,0,12.2,3.0,0.0,0,20
11.0,1,0,2,10.61,4.0,0.0,0,20
12.0,3,0,3,15.59,5.0,0.0,1,20
13.0,5,0,0,13.69,6.0,0.0,0,20
14.0,3,0,1,12.11,7.0,0.0,0,20
15.0,1,0,3,9.45,8.0,0.0,0,20
16.0,4,0,1,13.58,9.0,0.0,0,20
17.0,2,0,0,6.18,10.0,0.0,0,20
18.0,3,0,2,13.84,11.0,0.0,0,20
19.0,2,0,1,5.32,12.0,0.0,0,20
20.0,4,0,4,23.78,13.0,0.0,0,20
21.0,2,0,2,10.68,14.0,0.0,0,20
22.0,2,0,4,17.31,15.0,0.0,1,20
23.0,3,0,4,18.51,16.0,0.0,1,20
24.0,2,0,3,13.12,17.0,0.0,0,20
25.0,6,0,1,22.43,18.0,0.0,0,20
