idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,4,0,2,22.76,0,0,2,20
2,6,0,1,13.72,0,0,1,20
3,6,0,2,16.54,0,0,1,20
4,1,0,1,5.53,0,0,1,20
5,6,0,0,20.2,0,0,0,20
6,1,0,0,9.81,0,0,1,20
7,6,0,3,14.4,0,0,1,20
8,3,0,0,9.29,1,0,0,20
9,4,0,0,11.22,2,0,0,20
10,5,0,2,21.7,3,0,1,20
11,2,0,3,13.52,4,0,1,20
12,4,0,1,19.88,5,0,1,20
13,1,0,4,13.53,6,0,1,20
14,1,0,3,8.83,7,0,1,20
15,6,0,4,20.49,8,0,0,20
16,5,0,0,15.04,9,0,0,20
17,5,0,1,16.8,10,0,0,20
18,2,0,2,9.64,11,0,1,20
19,5,0,3,19.14,12,0,0,20
20,2,0,0,7.35,13,0,0,20
21,5,0,4,17.75,14,0,0,20
22,1,0,2,7.11,15,0,0,20
23,2,0,1,5.88,16,0,0,20
24,2,0,4,20.45,17,0,0,20
25,3,0,1,7.73,18,0,0,20
