idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,0,10.24,0,0,0,20
2,6,0,0,21,0,0,0,20
3,5,0,2,20.09,0,0,2,20
4,1,0,0,7,0,0,1,20
5,4,0,1,18.98,0,0,1,20
6,4,0,0,16.1,0,0,1,20
7,5,0,1,20.64,0,0,1,20
8,2,0,0,5.02,1,0,0,20
9,1,0,1,6.08,2,0,0,20
10,3,0,0,9.61,3,0,0,20
11,3,0,1,15.08,4,0,0,20
12,4,0,4,22.27,5,0,1,20
13,6,0,1,20.85,6,0,0,20
14,3,0,2,15.74,7,0,0,20
15,3,0,3,16.64,8,0,0,20
16,3,0,4,21.72,9,0,0,20
17,4,0,3,21.99,10,0,1,20
18,4,0,2,17.07,11,0,0,20
19,5,0,3,14.4,12,0,0,20
20,2,0,2,15.26,13,0,1,20
21,2,0,1,10.91,14,0,0,20
22,2,0,3,17.16,15,0,1,20
23,6,0,2,18.26,16,0,0,20
24,6,0,3,18.78,17,0,0,20
25,6,0,4,18.33,18,0,0,20
