idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,8.26,0.0,0.0,0,20
2.0,5,0,1,21.33,0.0,0.0,2,20
3.0,6,0,2,21.94,0.0,0.0,1,20
4.0,4,0,0,12.64,0.0,0.0,2,20
5.0,1,0,0,12.93,0.0,0.0,1,20
6.0,6,0,1,23.35,0.0,0.0,1,20
7.0,3,0,1,10.08,0.0,0.0,2,20
8.0,3,0,0,10.66,1.0,0.0,0,20
9.0,2,0,0,7.76,2.0,0.0,0,20
10.0,3,0,2,9.51,3.0,0.0,0,20
11.0,5,0,0,15.84,4.0,0.0,0,20
12.0,1,0,1,6.17,5.0,0.0,0,20
13.0,4,0,1,16.63,6.0,0.0,0,20
14.0,5,0,2,22.77,7.0,0.0,0,20
15.0,4,0,2,17.51,8.0,0.0,0,20
16.0,2,0,3,11.74,9.0,0.0,1,20
17.0,4,0,3,22.38,10.0,0.0,0,20
18.0,2,0,2,10.02,11.0,0.0,1,20
19.0,3,0,3,18.42,12.0,0.0,0,20
20.0,2,0,1,8.63,13.0,0.0,0,20
21.0,3,0,4,22.26,14.0,0.0,0,20
22.0,4,0,4,22.6,15.0,0.0,0,20
23.0,1,0,2,5.04,16.0,0.0,0,20
24.0,2,0,4,18.41,17.0,0.0,0,20
25.0,5,0,3,15.72,18.0,0.0,0,20
