idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,1,15.1,0.0,0.0,2,20
2.0,5,0,2,22.11,0.0,0.0,2,20
3.0,6,0,0,16.96,0.0,0.0,0,20
4.0,5,0,0,23.34,0.0,0.0,1,20
5.0,1,0,0,6.75,0.0,0.0,0,20
6.0,4,0,4,23.98,0.0,0.0,1,20
7.0,5,0,1,18.67,0.0,0.0,2,20
8.0,3,0,3,16.26,1.0,0.0,1,20
9.0,2,0,0,9.53,2.0,0.0,0,20
10.0,4,0,0,12.66,3.0,0.0,0,20
11.0,3,0,0,11.28,4.0,0.0,0,20
12.0,2,0,1,10.43,5.0,0.0,0,20
13.0,3,0,1,13.53,6.0,0.0,0,20
14.0,3,0,2,14.01,7.0,0.0,0,20
15.0,1,0,1,5.61,8.0,0.0,0,20
16.0,4,0,2,18.21,9.0,0.0,0,20
17.0,2,0,2,12.83,10.0,0.0,0,20
18.0,2,0,4,17.2,11.0,0.0,1,20
19.0,2,0,3,12.48,12.0,0.0,0,20
20.0,4,0,3,23.27,13.0,0.0,0,20
21.0,1,0,2,10.04,14.0,0.0,0,20
22.0,3,0,4,13.77,15.0,0.0,0,20
23.0,6,0,1,23.32,16.0,0.0,0,20
24.0,1,0,3,11.74,17.0,0.0,0,20
25.0,5,0,3,22.26,18.0,0.0,0,20
