idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,1,0,0,12.03,0,0,0,20
2,6,0,0,7.72,0,0,0,20
3,6,0,1,21.06,0,0,0,20
4,1,0,2,5.18,0,0,1,20
5,5,0,2,21.14,0,0,2,20
6,5,0,1,18.48,0,0,2,20
7,1,0,1,11.05,0,0,1,20
8,2,0,0,6.46,1,0,0,20
9,5,0,0,13.21,2,0,0,20
10,1,0,3,6.14,3,0,0,20
11,4,0,0,9.79,4,0,0,20
12,3,0,4,19.25,5,0,1,20
13,4,0,3,23.2,6,0,1,20
14,1,0,4,5.66,7,0,0,20
15,6,0,2,22.27,8,0,0,20
16,4,0,1,12.92,9,0,0,20
17,4,0,2,11.86,10,0,0,20
18,3,0,0,7.23,11,0,0,20
19,4,0,4,23.3,12,0,0,20
20,3,0,2,12.17,13,0,1,20
21,3,0,1,10.13,14,0,0,20
22,3,0,3,15.93,15,0,0,20
23,2,0,1,10.68,16,0,1,20
24,2,0,2,13.67,17,0,1,20
25,5,0,3,17.87,18,0,0,20
