idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,1,0,0,6.62,0,0,0,20
2,6,0,0,9.96,0,0,0,20
3,6,0,1,5.85,0,0,0,20
4,5,0,1,18.63,0,0,1,20
5,6,0,2,21.78,0,0,0,20
6,4,0,0,12.49,0,0,0,20
7,5,0,0,19.46,0,0,1,20
8,5,0,2,20.06,1,0,0,20
9,5,0,3,18.25,2,0,0,20
10,5,0,4,16.11,3,0,0,20
11,1,0,1,7.28,4,0,1,20
12,3,0,0,10.65,5,0,0,20
13,4,0,1,13.24,6,0,0,20
14,4,0,3,22.9,7,0,1,20
15,4,0,2,17.33,8,0,0,20
16,4,0,4,22.1,9,0,0,20
17,2,0,0,5.08,10,0,0,20
18,2,0,1,10.24,11,0,0,20
19,2,0,3,13.43,12,0,1,20
20,3,0,1,11.54,13,0,0,20
21,3,0,4,20.25,14,0,1,20
22,3,0,2,14.99,15,0,0,20
23,3,0,3,23.23,16,0,0,20
24,2,0,2,11.18,17,0,0,20
25,2,0,4,13.17,18,0,0,20
