idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,19.45,0.0,0.0,0,20
2.0,6,0,1,19.58,0.0,0.0,0,20
3.0,5,0,0,21.41,0.0,0.0,0,20
4.0,5,0,2,21.32,0.0,0.0,2,20
5.0,3,0,0,11.91,0.0,0.0,0,20
6.0,4,0,0,23.09,0.0,0.0,2,20
7.0,1,0,0,8.35,0.0,0.0,1,20
8.0,5,0,1,19.14,1.0,0.0,0,20
9.0,4,0,1,21.76,2.0,0.0,0,20
10.0,4,0,2,16.18,3.0,0.0,0,20
11.0,2,0,0,9.74,4.0,0.0,0,20
12.0,4,0,4,23.25,5.0,0.0,1,20
13.0,4,0,3,19.34,6.0,0.0,0,20
14.0,3,0,1,13.36,7.0,0.0,0,20
15.0,3,0,2,14.6,8.0,0.0,0,20
16.0,3,0,3,19.42,9.0,0.0,0,20
17.0,2,0,1,10.03,10.0,0.0,0,20
18.0,3,0,4,17.19,11.0,0.0,0,20
19.0,2,0,4,15.95,12.0,0.0,1,20
20.0,2,0,3,18.78,13.0,0.0,1,20
21.0,2,0,2,11.27,14.0,0.0,0,20
22.0,5,0,3,16.91,15.0,0.0,0,20
23.0,5,0,4,16.51,16.0,0.0,0,20
24.0,1,0,1,9.0,17.0,0.0,0,20
25.0,6,0,2,15.94,18.0,0.0,0,20
