idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,5,0,0,6.75,0.0,0.0,0,20
2.0,5,0,1,15.46,0.0,0.0,0,20
3.0,6,0,2,21.61,0.0,0.0,1,20
4.0,1,0,0,6.63,0.0,0.0,1,20
5.0,6,0,0,20.89,0.0,0.0,1,20
6.0,6,0,1,14.96,0.0,0.0,1,20
7.0,4,0,4,23.85,0.0,0.0,2,20
8.0,2,0,0,5.62,1.0,0.0,0,20
9.0,5,0,2,11.69,2.0,0.0,0,20
10.0,3,0,4,22.76,3.0,0.0,1,20
11.0,3,0,3,15.62,4.0,0.0,1,20
12.0,3,0,0,8.66,5.0,0.0,0,20
13.0,3,0,1,21.4,6.0,0.0,0,20
14.0,3,0,2,18.16,7.0,0.0,0,20
15.0,2,0,1,7.82,8.0,0.0,0,20
16.0,4,0,3,20.41,9.0,0.0,1,20
17.0,2,0,2,7.59,10.0,0.0,0,20
18.0,4,0,0,10.31,11.0,0.0,0,20
19.0,4,0,1,13.56,12.0,0.0,0,20
20.0,2,0,3,9.41,13.0,0.0,0,20
21.0,4,0,2,17.48,14.0,0.0,0,20
22.0,5,0,3,15.09,15.0,0.0,0,20
23.0,1,0,1,8.84,16.0,0.0,0,20
24.0,2,0,4,10.72,17.0,0.0,0,20
25.0,1,0,2,5.4,18.0,0.0,0,20
