idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,13.11,0,13.11,0,0,20
2,4,0,1,6.62,0,6.62,0,0,20
3,3,0,0,14.89,0,14.89,0,0,20
4,6,0,0,5.4,0,5.4,0,0,20
5,2,0,4,16.76,0,16.76,0,1,20
6,4,0,2,9.69,0,9.69,0,0,20
7,3,0,1,23.0,0,23.0,0,0,20
8,6,0,3,18.46,0,18.46,0,1,20
9,6,0,4,19.69,0,19.69,0,1,20
10,2,0,0,5.22,0,5.22,0,0,20
11,6,0,1,17.23,0,17.23,0,1,20
12,6,0,2,18.34,0,18.34,0,1,20
13,2,0,3,10.48,0,10.48,0,1,20
14,2,0,1,9.13,0,9.13,0,1,20
15,2,0,2,9.36,0,9.36,0,1,20
16,4,0,3,12.29,0,12.29,1,0,20
17,1,0,0,6.92,0,6.92,2,0,20
18,5,0,0,5.46,0,5.46,3,0,20
19,5,0,1,6.63,0,6.63,4,0,20
20,1,0,1,12.17,0,12.17,5,0,20
21,5,0,2,5.76,0,5.76,6,0,20
22,4,0,4,15.98,0,15.98,7,0,20
23,1,0,2,21.98,0,21.98,8,0,20
24,5,0,3,20.19,0,20.19,9,0,20
25,5,0,4,8.67,0,8.67,10,0,20
