idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,20.72,0,20.72,0,0,20
2,6,0,4,12.09,0,12.09,0,1,20
3,3,0,2,21.34,0,21.34,0,1,20
4,5,0,0,21.95,0,21.95,0,0,20
5,5,0,1,9.18,0,9.18,0,0,20
6,5,0,2,12.32,0,12.32,0,0,20
7,6,0,0,21.45,0,21.45,0,0,20
8,6,0,1,5.68,0,5.68,0,0,20
9,4,0,0,9.87,0,9.87,0,0,20
10,6,0,2,13.9,0,13.9,0,0,20
11,6,0,3,9.54,0,9.54,0,0,20
12,3,0,1,18.78,0,18.78,0,0,20
13,4,0,1,12.72,0,12.72,0,2,20
14,5,0,4,16.92,0,16.92,0,1,20
15,5,0,3,16.02,0,16.02,0,0,20
16,4,0,2,14.86,0,14.86,1,0,20
17,4,0,3,20.12,0,20.12,2,0,20
18,1,0,0,14.91,0,14.91,3,0,20
19,3,0,3,23.82,0,23.82,4,0,20
20,1,0,1,16.89,0,16.89,5,0,20
21,2,0,0,5.85,0,5.85,6,0,20
22,2,0,1,12.91,0,12.91,7,0,20
23,2,0,2,10.33,0,10.33,8,0,20
24,2,0,3,11.99,0,11.99,9,0,20
25,2,0,4,13.19,0,13.19,10,0,20
