idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,6.52,0,6.52,0,0,20
2,4,0,1,19.46,0,19.46,0,0,20
3,4,0,3,13.89,0,13.89,0,1,20
4,4,0,2,12.18,0,12.18,0,0,20
5,4,0,4,22.82,0,22.82,0,1,20
6,1,0,0,9.34,0,9.34,1,0,20
7,2,0,0,5.56,0,5.56,2,0,20
8,1,0,1,9.47,0,9.47,3,0,20
9,1,0,2,15.17,0,15.17,4,0,20
10,2,0,1,11.39,0,11.39,5,0,20
11,3,0,0,5.9,0,5.9,6,0,20
12,3,0,1,8.83,0,8.83,7,0,20
13,1,0,3,17.9,0,17.9,8,0,20
14,2,0,2,12.96,0,12.96,9,0,20
15,5,0,0,7.19,0,7.19,10,0,20
16,1,0,4,23.39,0,23.39,11,0,20
17,2,0,3,23.03,0,23.03,12,0,20
18,6,0,0,5.55,0,5.55,13,0,20
19,3,0,2,14.6,0,14.6,14,0,20
20,2,0,4,23.82,0,23.82,15,0,20
21,6,0,1,6.53,0,6.53,16,0,20
22,3,0,3,22.06,0,22.06,17,0,20
23,5,0,1,17.18,0,17.18,18,0,20
24,6,0,2,14.41,0,14.41,19,0,20
25,6,0,3,8.95,0,8.95,20,0,20
