idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,1,9.19,0,9.19,0,2,20
2,6,0,3,23.56,0,23.56,0,1,20
3,2,0,2,21.54,0,21.54,0,1,20
4,6,0,0,15.54,0,15.54,0,0,20
5,1,0,0,7.33,0,7.33,0,0,20
6,2,0,0,6.0,0,6.0,0,1,20
7,1,0,1,5.59,0,5.59,0,0,20
8,6,0,4,23.75,0,23.75,0,1,20
9,6,0,1,14.11,0,14.11,0,0,20
10,6,0,2,11.79,0,11.79,0,0,20
11,1,0,2,18.85,0,18.85,1,0,20
12,3,0,0,5.76,0,5.76,2,0,20
13,3,0,1,9.69,0,9.69,3,0,20
14,3,0,2,14.26,0,14.26,4,0,20
15,4,0,0,11.55,0,11.55,5,0,20
16,5,0,0,9.64,0,9.64,6,0,20
17,3,0,3,16.78,0,16.78,7,0,20
18,5,0,1,8.73,0,8.73,8,0,20
19,4,0,1,14.12,0,14.12,9,0,20
20,3,0,4,17.26,0,17.26,10,0,20
