idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,15.85,0,15.85,0,0,20
2,5,0,1,13.92,0,13.92,0,0,20
3,2,0,0,7.63,0,7.63,0,0,20
4,4,0,2,9.3,0,9.3,0,1,20
5,5,0,4,16.33,0,16.33,0,1,20
6,4,0,3,18.53,0,18.53,0,1,20
7,4,0,0,6.27,0,6.27,0,0,20
8,5,0,2,15.77,0,15.77,0,1,20
9,5,0,3,15.96,0,15.96,0,1,20
10,4,0,1,8.71,0,8.71,0,1,20
11,1,0,0,6.66,0,6.66,1,0,20
12,4,0,4,21.71,0,21.71,2,0,20
13,2,0,1,21.25,0,21.25,3,0,20
14,3,0,0,5.97,0,5.97,4,0,20
15,1,0,1,18.22,0,18.22,5,0,20
16,3,0,1,8.18,0,8.18,6,0,20
17,1,0,2,19.47,0,19.47,7,0,20
18,1,0,3,19.87,0,19.87,8,0,20
19,6,0,0,7.15,0,7.15,9,0,20
20,6,0,1,6.51,0,6.51,10,0,20
