Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 516.699585, -0.022665, 126.724518, -9.007434, -0.031913, -0.003300, 19.309999, 0, 0, 1.000000, 1
2, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 555.377014, -0.092890, 345.058716, -9.400939, 0.041091, -0.021751, 13.500000, 0, 0, 2.000000, 2
3, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 591.940002, -0.134390, 563.401550, -9.299382, 0.035839, -0.018396, 19.650000, 0, 0, 3.000000, 3
4, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 632.458801, -0.221261, 784.645081, -11.133706, 0.023396, -0.022156, 16.240000, 0, 0, 4.000000, 4
5, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 681.584839, -1.503527, 1000.927307, -11.110189, 0.440370, -0.103654, 14.820000, 0, 0, 5.000000, 5
6, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 290.255493, 0.103676, 158.532349, -8.916561, -0.034235, 0.008726, 7.710000, 0, 0, 6.000000, 6
7, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 760.449402, 0.005000, 123.766640, -7.569305, 0.014200, -0.005811, 8.830000, 0, 0, 7.000000, 7
8, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 790.199951, -0.005301, 343.392059, -7.803870, 0.032093, -0.009512, 16.580000, 0, 0, 8.000000, 8
9, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1005.204956, -0.036866, 120.692703, -5.404175, 0.011618, 0.010144, 17.770000, 0, 0, 9.000000, 9
10, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 329.631104, -0.356397, 381.378693, -9.509304, 0.042286, -0.011695, 5.710000, 0, 0, 10.000000, 10
11, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 824.795532, -0.038775, 565.732361, -9.705643, 0.035943, -0.016611, 15.830000, 0, 0, 11.000000, 11
12, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 874.150635, -0.071433, 782.200806, -9.703458, 0.438413, -0.082154, 19.750000, 0, 0, 12.000000, 12
13, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 366.365753, -0.342027, 600.809631, -9.268148, 0.037526, -0.021448, 11.660000, 0, 0, 13.000000, 13
14, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1026.137817, -0.031363, 341.093262, -5.278946, 0.023605, 0.015590, 21.110001, 0, 0, 14.000000, 14
15, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.906128, -0.010749, 110.864571, -0.020790, 0.016967, -0.000407, 22.600000, 0, 0, 15.000000, 15
