idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,3,23.42,0,23.42,0,1,20
2,3,0,0,9.11,0,9.11,0,0,20
3,2,0,3,17.44,0,17.44,0,1,20
4,2,0,4,17.51,0,17.51,0,1,20
5,2,0,0,9.86,0,9.86,0,0,20
6,6,0,0,8.86,0,8.86,0,0,20
7,3,0,1,18.25,0,18.25,0,0,20
8,3,0,2,20.38,0,20.38,0,1,20
9,2,0,1,12.68,0,12.68,0,0,20
10,2,0,2,13.66,0,13.66,0,1,20
11,1,0,0,8.29,0,8.29,1,0,20
12,6,0,1,14.26,0,14.26,2,0,20
13,1,0,1,21.14,0,21.14,3,0,20
14,4,0,0,15.36,0,15.36,4,0,20
15,5,0,0,15.24,0,15.24,5,0,20
16,4,0,1,19.93,0,19.93,6,0,20
17,4,0,2,20.31,0,20.31,7,0,20
18,6,0,2,5.72,0,5.72,8,0,20
19,5,0,1,5.61,0,5.61,9,0,20
20,6,0,3,11.03,0,11.03,10,0,20
