idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,9.38,0,9.38,0,0,20
2,3,0,3,22.92,0,22.92,0,1,20
3,3,0,1,17.08,0,17.08,0,0,20
4,5,0,0,14.86,0,14.86,0,0,20
5,6,0,2,13.67,0,13.67,0,1,20
6,3,0,2,21.85,0,21.85,0,1,20
7,6,0,0,6.28,0,6.28,0,0,20
8,6,0,3,17.98,0,17.98,0,1,20
9,6,0,1,13.13,0,13.13,0,1,20
10,6,0,4,21.83,0,21.83,0,1,20
11,1,0,0,6.57,0,6.57,1,0,20
12,5,0,1,20.48,0,20.48,2,0,20
13,2,0,0,6.37,0,6.37,3,0,20
14,2,0,1,6.51,0,6.51,4,0,20
15,1,0,1,7.85,0,7.85,5,0,20
16,1,0,2,13.17,0,13.17,6,0,20
17,1,0,3,19.19,0,19.19,7,0,20
18,2,0,2,19.99,0,19.99,8,0,20
19,4,0,0,6.92,0,6.92,9,0,20
20,5,0,2,21.94,0,21.94,10,0,20
