idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,13.1,0,13.1,0,0,20
2,6,0,0,23.63,0,23.63,0,0,20
3,6,0,1,15.79,0,15.79,0,0,20
4,6,0,2,20.04,0,20.04,0,1,20
5,4,0,3,13.94,0,13.94,0,1,20
6,6,0,3,22.25,0,22.25,0,1,20
7,4,0,1,6.24,0,6.24,0,0,20
8,4,0,4,14.88,0,14.88,0,1,20
9,4,0,2,7.91,0,7.91,0,0,20
10,1,0,0,6.14,0,6.14,0,1,20
11,1,0,1,7.36,0,7.36,1,0,20
12,2,0,0,22.51,0,22.51,2,0,20
13,1,0,2,7.64,0,7.64,3,0,20
14,3,0,0,18.85,0,18.85,4,0,20
15,5,0,0,14.24,0,14.24,5,0,20
16,5,0,1,6.34,0,6.34,6,0,20
17,5,0,2,13.77,0,13.77,7,0,20
18,2,0,1,22.81,0,22.81,8,0,20
19,5,0,3,15.59,0,15.59,9,0,20
20,1,0,3,15.57,0,15.57,10,0,20
21,5,0,4,10.54,0,10.54,11,0,20
22,2,0,2,23.07,0,23.07,12,0,20
23,1,0,4,5.44,0,5.44,13,0,20
