idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,17.05,0,17.05,0,1,20
2,2,0,0,7.76,0,7.76,0,0,20
3,2,0,1,17.85,0,17.85,0,0,20
4,6,0,1,20.17,0,20.17,0,1,20
5,4,0,0,10.42,0,10.42,0,0,20
6,4,0,1,19.64,0,19.64,1,0,20
7,5,0,0,15.64,0,15.64,2,0,20
8,1,0,0,5.51,0,5.51,3,0,20
9,1,0,1,5.52,0,5.52,4,0,20
10,6,0,2,19.29,0,19.29,5,0,20
11,1,0,2,20.86,0,20.86,6,0,20
12,3,0,0,9.95,0,9.95,7,0,20
13,3,0,1,8.57,0,8.57,8,0,20
14,3,0,2,16.42,0,16.42,9,0,20
15,5,0,1,7.57,0,7.57,10,0,20
16,2,0,2,18.93,0,18.93,11,0,20
17,1,0,3,21.85,0,21.85,12,0,20
18,5,0,2,12.81,0,12.81,13,0,20
19,2,0,3,17.35,0,17.35,14,0,20
20,1,0,4,23.41,0,23.41,15,0,20
21,4,0,2,10.91,0,10.91,16,0,20
22,6,0,3,21.09,0,21.09,17,0,20
23,3,0,3,8.34,0,8.34,18,0,20
24,2,0,4,17.11,0,17.11,19,0,20
25,3,0,4,9.05,0,9.05,20,0,20
