Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1050.313232, 0.051778, 149.558701, -23.904873, -0.004291, 0.004576, 12.240000, 0, 12.000000, 0, 0, 0
2, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1621.739990, -3.002216, 502.915314, -50.694294, -179.980103, 179.744064, 22.129999, 0, 22.000000, 0, 0, 0
3, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2231.505127, -0.689289, 827.158997, -46.580711, 179.963989, -179.789551, 22.440001, 0, 22.000000, 0, 0, 0
4, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 758.168091, -0.130993, 119.185051, -3.499697, 0.032642, -0.003258, 16.420000, 0, 16.000000, 0, 0, 0
5, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1149.058228, 0.004774, 358.071289, -26.510708, -0.002566, -0.015456, 14.600000, 0, 14.000000, 0, 0, 0
6, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 872.700378, -0.105577, 356.395111, -28.550785, 0.045506, -0.030427, 9.830000, 0, 9.000000, 0, 0, 0
7, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1251.579468, 0.161409, 559.693054, -26.509239, 0.014301, -0.004834, 20.889999, 0, 20.000000, 0, 0, 0
8, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 298.957611, -0.300051, 118.637299, -2.738130, -0.007142, 0.041305, 5.750000, 0, 5.000000, 0, 0, 0
9, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 981.213440, -0.119637, 554.904907, -28.616793, 0.013966, -0.034156, 17.799999, 0, 17.000000, 0, 0, 0
10, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 310.677704, -0.619587, 344.569458, -3.147120, 0.046302, 0.018445, 17.260000, 0, 17.000000, 0, 0, 0
11, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 527.849121, -0.167229, 118.912010, -3.034482, 0.043574, -0.037815, 13.130000, 0, 13.000000, 0, 0, 0
12, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1303.767212, -0.039346, 150.214066, -25.077246, 0.000057, -0.007734, 10.230000, 0, 10.000000, 0, 0, 0
13, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1093.009033, 0.228193, 754.992981, -27.105503, 0.013560, -0.031072, 22.570000, 0, 22.000000, 0, 0, 0
14, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 730.429993, -0.560212, 570.475403, -61.440815, -179.152451, 179.271317, 20.040001, 0, 20.000000, 0, 0, 0
15, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 541.504211, -0.053458, 344.793640, -2.974459, -0.022184, -0.019452, 15.080000, 0, 15.000000, 0, 0, 0
16, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1409.430298, -0.513269, 356.595490, -28.169403, 0.149831, -0.088737, 12.210000, 0, 12.000000, 0, 0, 0
17, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1611.441650, 0.063238, 160.665497, -47.233582, -0.024510, 0.050977, 5.990000, 0, 5.000000, 0, 0, 0
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1777.845825, 0.097313, 313.496582, -47.182167, -0.123804, 0.096393, 11.350000, 0, 11.000000, 0, 0, 0
19, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1943.870605, 0.115730, 466.762146, -47.092415, -0.158215, 0.120204, 7.390000, 0, 7.000000, 0, 0, 0
20, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2119.388428, 0.058723, 619.814575, -43.392239, 0.974272, -0.689272, 5.460000, 0, 5.000000, 0, 0, 0
