Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1567.871826, -0.294239, 335.571594, -83.271812, 2.282801, -2.282171, 15.860000, 0, 15.000000, 0, 0, 0
2, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1257.802856, -0.034615, 124.691025, -6.264194, 0.012029, -0.005708, 13.290000, 0, 13.000000, 0, 0, 0
3, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1282.755615, -0.075442, 349.523132, -6.271122, 0.012501, -0.005978, 15.780000, 0, 15.000000, 0, 0, 0
4, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1821.161133, 0.651957, 360.880798, -83.988304, -0.887922, 0.373223, 18.430000, 0, 18.000000, 0, 0, 0
5, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 575.211548, -0.186460, 353.254517, -10.400599, -0.009530, -0.058240, 11.500000, 0, 11.000000, 0, 0, 0
6, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2286.047607, 0.739807, 529.114319, -61.326729, -1.046827, 0.830780, 21.629999, 0, 21.000000, 0, 0, 0
7, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 534.832764, -0.161850, 128.253082, -8.782080, 0.005604, -0.045694, 6.630000, 0, 6.000000, 0, 0, 0
8, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 304.896332, -2.153851, 137.675552, -9.066550, 0.001358, 0.698395, 7.430000, 0, 7.000000, 0, 0, 0
9, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 616.862671, -0.251154, 575.815613, -10.530828, -0.016343, 0.006411, 16.910000, 0, 16.000000, 0, 0, 0
10, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 343.906189, 0.769400, 363.504425, -10.550865, 0.015298, 0.700948, 14.780000, 0, 14.000000, 0, 0, 0
11, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 767.962219, -0.026680, 129.538315, -9.410576, 0.002663, 0.035066, 11.210000, 0, 11.000000, 0, 0, 0
12, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 809.735229, -0.050483, 354.481537, -10.957072, 0.065697, -0.034207, 11.710000, 0, 11.000000, 0, 0, 0
13, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1009.734741, -0.003272, 125.281715, -6.604224, -0.017410, 0.008409, 11.370000, 0, 11.000000, 0, 0, 0
14, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 663.393616, -0.577310, 797.389282, -10.534692, 0.007163, 0.017876, 21.500000, 0, 21.000000, 0, 0, 0
15, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1702.769043, 1.546768, 120.647362, -83.563095, 1.446812, -0.706933, 5.770000, 0, 5.000000, 0, 0, 0
16, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 385.756561, 2.176779, 585.841125, -10.554270, -0.016312, 0.712614, 19.620001, 0, 19.000000, 0, 0, 0
17, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 854.429382, -0.089180, 576.188354, -10.883788, 0.012857, -0.044625, 16.930000, 0, 16.000000, 0, 0, 0
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1941.834961, 1.038709, 136.173294, -82.956009, 2.869478, -2.593338, 7.740000, 0, 7.000000, 0, 0, 0
19, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 2172.622559, 1.262654, 247.794342, -65.514343, 0.459467, -0.483215, 7.360000, 0, 7.000000, 0, 0, 0
20, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1051.681152, -0.252259, 348.017395, -6.531619, 0.012810, -0.006314, 11.760000, 0, 11.000000, 0, 0, 0
