Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 249.445953, -0.002827, 113.191162, -0.029463, 0.003213, -0.000980, 23.570000, 0, 23.570000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 508.309509, -0.010946, 122.476860, -5.089701, -0.004304, 0.002572, 16.959999, 0, 16.959999, 0, 0, 0
3, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 529.250000, -0.067843, 347.674927, -5.138324, 0.023311, -0.006303, 16.959999, 0, 16.959999, 0, 0, 0
4, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 752.228699, -0.042213, 117.911789, -2.587977, 0.023251, -0.020865, 9.990000, 0, 9.990000, 0, 0, 0
5, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.997803, -0.001663, 113.182373, 0.004707, 0.000009, -0.001020, 5.500000, 0, 5.500000, 0, 0, 0
6, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 763.714783, -0.042078, 343.717163, -2.563757, -0.003936, -0.025582, 10.670000, 0, 10.670000, 0, 0, 0
7, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 549.543762, -0.101333, 573.029785, -5.086450, -0.002050, -0.000090, 17.090000, 0, 17.090000, 0, 0, 0
