Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 262.973114, -0.019031, 120.362091, -5.277236, -0.003100, 0.013935, 10.510000, 0, 0, 1.000000, 1
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 503.236969, -0.014669, 116.371147, -3.041603, 0.004968, -0.013326, 14.390000, 0, 0, 2.000000, 2
3, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.384888, -0.002460, 110.876976, 0.019574, 0.000008, -0.001163, 23.530001, 0, 0, 3.000000, 3
4, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 994.298218, -0.007744, 332.480011, 0.019573, -0.000001, -0.001473, 23.740000, 0, 0, 4.000000, 4
5, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 515.659180, -0.052779, 337.533997, -2.941353, -0.016633, -0.025880, 20.670000, 0, 0, 5.000000, 5
6, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 282.592316, 0.033780, 340.888245, -5.247293, -0.019109, 0.005135, 17.360001, 0, 0, 6.000000, 6
7, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 302.356567, 0.058367, 561.596069, -5.260469, -0.019916, 0.006770, 21.180000, 0, 0, 7.000000, 7
8, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 746.085510, -0.018353, 110.908096, -0.199631, -0.001742, -0.001606, 18.799999, 0, 0, 8.000000, 8
9, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 748.438416, -0.050610, 333.546509, -0.725995, -0.017663, -0.004626, 18.799999, 0, 0, 9.000000, 9
10, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.995117, -0.001282, 110.881966, 0.005838, 0.000008, -0.000704, 8.860000, 0, 0, 10.000000, 10
