Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 543.043152, -0.101512, 342.939301, -7.711436, 0.031888, 0.015065, 14.230000, 0, 0, 0.000000, 0
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 512.453125, -0.054138, 123.953659, -7.794085, -0.004764, -0.005331, 9.110000, 0, 0, 0.000000, 0
3, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 602.871399, 0.006896, 782.035889, -7.382610, -0.006814, 0.034507, 21.590000, 0, 0, 0.000000, 0
4, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 270.126831, 0.002258, 127.175949, -9.522444, 0.000239, 0.003850, 10.450000, 0, 0, 0.000000, 0
5, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 305.805145, -0.001416, 345.559631, -9.060275, -0.001765, -0.011575, 22.730000, 0, 0, 0.000000, 0
6, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 340.706696, -0.001238, 564.244385, -8.913751, 0.002326, -0.005944, 22.980000, 0, 0, 0.000000, 0
7, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 573.603760, -0.008587, 562.015381, -7.656839, -0.001431, 0.025603, 17.780001, 0, 0, 0.000000, 0
8, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 756.340576, 0.043061, 120.234497, -5.868450, -0.000152, 0.006738, 7.920000, 0, 0, 1.000000, 1
9, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1001.037415, -0.069232, 116.928001, -3.613877, -0.002844, -0.008216, 7.410000, 0, 0, 2.000000, 2
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 779.685242, 0.086932, 340.806366, -6.381281, -0.011555, -0.003230, 13.880000, 0, 0, 3.000000, 3
11, 248.600006, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 372.890747, -0.021991, 786.253174, -7.570315, -0.002929, -0.002288, 23.700001, 0, 0, 4.000000, 4
12, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 805.549377, 0.156839, 561.625000, -7.010567, -0.012909, 0.012910, 19.150000, 0, 0, 5.000000, 5
13, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1015.085205, -0.156488, 337.908478, -3.616071, -0.012808, -0.017476, 14.650000, 0, 0, 6.000000, 6
14, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.372192, -0.014935, 111.035736, -0.334552, 0.002701, -0.001900, 12.960000, 0, 0, 7.000000, 7
15, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 833.258728, 0.218123, 781.537354, -7.135262, -0.012432, 0.014073, 20.170000, 0, 0, 8.000000, 8
16, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1036.499023, -0.291798, 565.414734, -7.179294, -0.012627, -0.020190, 16.120001, 0, 0, 9.000000, 9
17, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1566.330688, 0.028041, 154.249771, -31.920399, -0.006591, -0.002701, 9.920000, 0, 0, 10.000000, 10
18, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1408.024048, 1.578339, 549.957764, -76.870583, 179.962723, 179.982422, 16.309999, 0, 0, 11.000000, 11
19, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1683.873413, -0.036184, 342.206451, -32.057823, 0.016158, -0.010269, 12.210000, 0, 0, 12.000000, 12
20, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1248.153931, -0.069633, 335.187317, -1.740863, -0.017185, -0.007566, 13.700000, 0, 0, 13.000000, 13
21, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1635.355957, 1.969161, 713.979980, -25.832222, -0.002241, -0.019274, 18.270000, 0, 0, 14.000000, 14
22, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1802.703003, 0.053465, 529.120850, -32.111511, -0.000850, 0.003820, 8.020000, 0, 0, 15.000000, 15
23, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1929.252441, 0.215929, 711.365662, -32.178219, -0.111488, 0.065498, 10.260000, 0, 0, 16.000000, 16
