Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1025.290527, 0.094438, 994.526062, -1.945764, 0.135620, -0.010175, 23.520000, 0, 0, 0.000000, 0
2, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 751.180542, -0.143365, 113.828964, -3.194393, 0.019386, -0.001538, 5.140000, 0, 0, 0.000000, 0
3, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1007.870972, -0.016560, 552.161133, -1.983192, 0.021172, 0.010476, 11.470000, 0, 0, 0.000000, 0
4, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1015.742310, 0.051452, 773.164795, -1.909199, 0.007217, 0.001974, 14.980000, 0, 0, 0.000000, 0
5, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 995.430237, -0.093051, 110.918434, -1.475461, 0.010465, -0.007994, 5.290000, 0, 0, 0.000000, 0
6, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1000.963684, -0.048939, 330.845062, -1.599184, -0.002108, 0.023989, 8.040000, 0, 0, 0.000000, 0
7, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 763.395325, -0.064175, 334.301575, -2.530200, -0.043780, -0.015143, 23.790001, 0, 0, 0.000000, 0
8, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 275.706299, 0.049998, 116.911598, -4.018429, -0.018312, 0.001688, 6.750000, 0, 0, 1.000000, 1
9, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 290.663544, -0.003866, 337.859924, -3.903800, 0.007383, 0.014407, 19.209999, 0, 0, 2.000000, 2
10, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 773.465393, -0.129321, 555.494385, -2.372437, -0.067819, -0.021019, 23.870001, 0, 0, 3.000000, 3
11, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 504.974274, -0.034315, 117.926941, -4.002583, -0.019784, -0.000695, 16.080000, 0, 0, 4.000000, 4
12, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 520.389526, 0.022202, 338.509125, -3.919369, -0.028388, -0.007830, 18.059999, 0, 0, 5.000000, 5
13, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 535.510925, -0.004811, 559.289429, -3.955303, -0.031547, -0.010018, 18.150000, 0, 0, 6.000000, 6
14, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 306.373260, 0.139831, 558.824951, -3.941460, -0.036844, 0.007926, 22.520000, 0, 0, 7.000000, 7
15, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 626.109436, -0.062643, 817.509277, -34.528622, -0.056686, -0.006253, 21.990000, 0, 0, 8.000000, 8
16, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.270874, -0.007353, 110.478630, -0.593215, 0.004613, 0.005542, 10.040000, 0, 0, 9.000000, 9
17, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1245.693237, 0.028832, 331.389435, -0.856836, -0.006776, -0.003943, 10.120000, 0, 0, 10.000000, 10
18, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1248.817505, 0.006014, 552.261597, -0.915318, 0.006403, -0.009829, 11.210000, 0, 0, 11.000000, 11
19, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1252.342163, -0.008953, 773.456055, -0.789054, -0.004005, -0.013350, 20.030001, 0, 0, 12.000000, 12
20, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.587280, -0.002202, 110.878944, 0.016352, 0.000013, -0.001035, 16.309999, 0, 0, 13.000000, 13
21, 1243.000000, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1256.284912, -0.354042, 994.964600, -0.752866, 0.131104, -0.020076, 21.760000, 0, 0, 14.000000, 14
22, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.514526, -0.006810, 332.481720, 0.016624, 0.000003, -0.001271, 14.670000, 0, 0, 15.000000, 15
23, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 755.005127, -0.412637, 997.721802, -34.485764, 0.222223, -0.157733, 22.350000, 0, 0, 16.000000, 16
