idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,4,0,1,13.04,1.0,0,1,20
2,4,0,0,11.62,2.0,0,0,20
3,4,0,2,12.41,3.0,0,0,20
4,6,0,0,21.4,4.0,0,0,20
5,3,0,0,10.48,5.0,0,0,20
6,2,0,0,7.96,6.0,0,0,20
7,6,0,1,19.83,7.0,0,0,20
8,3,0,2,11.5,8.0,0,1,20
9,3,0,1,11.15,9.0,0,0,20
10,1,0,0,6.45,10.0,0,0,20
11,5,0,0,14.95,11.0,0,0,20
12,3,0,3,11.42,12.0,0,0,20
13,5,0,1,14.16,13.0,0,0,20
14,5,0,2,15.25,14.0,0,0,20
15,2,0,2,10.5,15.0,0,1,20
16,4,0,4,21.43,16.0,0,1,20
17,1,0,1,8.36,17.0,0,0,20
18,4,0,3,11.81,18.0,0,0,20
19,5,0,3,20.43,19.0,0,0,20
20,3,0,4,16.92,20.0,0,1,20
21,6,0,2,20.18,21.0,0,0,20
22,2,0,1,9.99,22.0,0,0,20
23,1,0,2,8.58,23.0,0,0,20
24,5,0,4,20.36,24.0,0,0,20
25,6,0,3,18.47,25.0,0,0,20
