idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,6,0,0,22.3,1,0,0,20
2,4,0,4,23.75,2,0,1,20
3,2,0,0,7.39,3,0,0,20
4,3,0,2,14.93,4,0,1,20
5,4,0,2,18.1,5,0,1,20
6,1,0,0,9.08,6,0,0,20
7,4,0,0,12.08,7,0,0,20
8,4,0,1,13.71,8,0,0,20
9,4,0,3,17.29,9,0,0,20
10,6,0,1,23.3,10,0,0,20
11,2,0,1,14.16,11,0,1,20
12,5,0,2,20.53,12,0,1,20
13,1,0,2,7.82,13,0,1,20
14,1,0,1,5.28,14,0,0,20
15,5,0,1,19.08,15,0,1,20
16,3,0,0,9.74,16,0,0,20
17,5,0,0,15.83,17,0,0,20
18,3,0,4,21.44,18,0,1,20
19,3,0,1,10.56,19,0,0,20
20,1,0,4,13.02,20,0,1,20
21,1,0,3,10.13,21,0,0,20
22,2,0,2,16.08,22,0,0,20
23,3,0,3,6.78,23,0,0,20
24,5,0,3,20.52,24,0,0,20
25,5,0,4,10.69,25,0,0,20
